## The diverged bodies in lineage.jsonl: parent, kind, generation, birth ring, flags
arm	id	born t	parent	kind	gen	species	abs	jnt	pho	birth ring	body frac	adult scale	parent also diverged
r37b-s3	8778	24289	2777	r	10	0	0	1	1	3	0.6117359	0.216129541	no
r37b-s4	702	2321.5	426	r	7	0	0	1	1	1	1	0.259024143	no
r37b-s4	3680	7819	2586	r	12	0	1	1	0	1	0.241229624	0.396971256	no
r37b-s4	3761	7965.5	2586	r	12	0	1	1	0	2	0.2256943	0.396971256	no
r37b-s4	3775	7983.5	2586	r	12	0	1	1	0	3	0.232065454	0.396971256	no
r37b-s4	3792	8011	2586	r	12	0	1	1	0	2	0.2495677	0.396971256	no
r37b-s5	923	3313	657	r	7	0	0	1	1	1	0.578256547	0.292256057	no
r37b-s5	1023	3522	838	r	8	0	0	1	1	3	1	0.2599187	no
r37b-s5	2366	6114.5	979	r	8	0	0	1	1	0	0.5241826	0.318151116	no
r37b-s5	3060	7463	1453	r	10	0	0	1	1	0	0.5782565	0.281914562	no
r37b-s5	3280	7925	1457	r	10	0	0	1	1	1	0.5161212	0.281914562	no
r37b-s5	3286	7939.5	1457	r	10	0	0	1	1	0	0.919787169	0.232380539	no
r37b-s5	3299	7970.5	1457	r	10	0	0	1	1	3	0.512790859	0.281914562	no
r37b-s5	3316	8004	1457	r	10	0	0	1	1	0	0.672105253	0.281914562	no
r37b-s5	3324	8022.5	1457	r	10	0	0	1	1	2	0.507750154	0.281914562	no
r37b-s5	3330	8033.5	2050	r	6	0	0	1	1	0	0.5245495	0.292261332	no
r37b-s5	5657	13091.5	4325	r	10	0	0	1	1	0	0.52349627	0.293414354	no
r37b-s5	6571	15109	2762	r	10	0	0	1	1	0	0.5191868	0.305639982	no
r37b-s5	6731	15627.5	1475	r	8	0	0	1	1	2	0.7589811	0.318151116	no
r37b-s5	6864	16031.5	2292	r	9	0	0	1	1	0	0.727518559	0.305639982	no
r37b-s5	6866	16033	5683	r	8	0	0	1	1	0	0.5564236	0.2973557	no
r37b-s5	6922	16192	4771	r	10	0	0	1	1	2	0.5731764	0.318151116	no
r37b-s5	6924	16196	4771	r	10	0	0	1	1	2	0.787279844	0.318151116	no
r37b-s5	8340	19784.5	6055	r	10	0	0	1	1	0	0.6112905	0.281914562	no
r37b-s5	8437	20018.5	6737	r	9	0	0	1	1	3	0.5432358	0.318151116	no
r37b-s5	8934	21212.5	3995	r	10	0	0	1	1	1	0.617142141	0.318151116	no
r37b-s5	8951	21260	6915	r	11	0	0	1	1	0	0.6155152	0.318151116	no
r37b-s5	9153	21841	7493	r	12	0	0	1	1	2	1	0.253440976	no
r37b-s5	9264	22182.5	8353	r	12	0	0	1	1	1	0.7849277	0.318151116	no
r37b-s5	9479	22850.5	9160	r	13	0	0	1	1	2	1	0.234938383	no
r37b-s5	9926	24267.5	8931	r	11	0	0	1	1	3	0.443853647	0.318151116	no
r37b-s5	9942	24326	8931	r	11	0	0	1	1	1	0.655610144	0.318151116	no
r37b-s5	9951	24358	8931	r	11	0	0	1	1	3	0.441957176	0.318151116	no
r37b-s5	10004	24512	9262	r	13	0	0	1	1	2	0.688448668	0.318151116	no
r37b-s5	10005	24517	9262	r	13	0	0	1	1	0	0.64499265	0.318151116	no
r37b-s5	10061	24708.5	9496	r	13	0	0	1	1	0	0.434661448	0.318151116	no
r37b-s5	11028	27777	9511	r	13	0	0	1	1	1	0.5782564	0.318151116	no
r37b-s5	11036	27806.5	9511	r	13	0	0	1	1	1	0.6726079	0.318151116	no
r37b-s5	11042	27822.5	9511	r	13	0	0	1	1	0	0.57170707	0.318151116	no
r37b-s5	11046	27837	9511	r	13	0	0	1	1	1	0.5782564	0.318151116	no
r37b-s5	11047	27839.5	9469	r	12	0	0	1	1	0	0.5807479	0.275194228	no
r37b-s5	11357	28690.5	9466	r	12	0	0	1	1	1	0.5986736	0.275194228	no
r37b-s5	11380	28744	9466	r	12	0	0	1	1	1	0.515177667	0.275194228	no

## Parents of the diverged, and how many of the round's divergences each parent accounts for
arm	parent id	diverged children	child ids
r37b-s3	2777	1	8778
r37b-s4	2586	4	3680,3761,3775,3792
r37b-s4	426	1	702
r37b-s5	1457	5	3280,3286,3299,3316,3324
r37b-s5	9511	4	11028,11036,11042,11046
r37b-s5	8931	3	9926,9942,9951
r37b-s5	4771	2	6922,6924
r37b-s5	9262	2	10004,10005
r37b-s5	9466	2	11357,11380
r37b-s5	657	1	923
r37b-s5	838	1	1023
r37b-s5	979	1	2366
r37b-s5	1453	1	3060
r37b-s5	2050	1	3330
r37b-s5	4325	1	5657
r37b-s5	2762	1	6571
r37b-s5	1475	1	6731
r37b-s5	2292	1	6864
r37b-s5	5683	1	6866
r37b-s5	6055	1	8340
r37b-s5	6737	1	8437
r37b-s5	3995	1	8934
r37b-s5	6915	1	8951
r37b-s5	7493	1	9153
r37b-s5	8353	1	9264
r37b-s5	9160	1	9479
r37b-s5	9496	1	10061
r37b-s5	9469	1	11047

## Birth ring of the diverged (four rings of equal area; p3 is the rim)
r37b-s3 {3: 1}
r37b-s4 {1: 2, 2: 2, 3: 1}
r37b-s5 {0: 15, 1: 10, 2: 7, 3: 5}

## Repeat parents: a parent that bore more than one diverged child, with all its children
arm	parent	children born	of which diverged	first child t	last child t	parent born t	parent jnt
r37b-s4	2586	6	4	7819	8011	5133	1
r37b-s5	1457	8	5	7847.5	8044.5	4480.5	1
r37b-s5	9511	4	4	27777	27837	22952.5	1
r37b-s5	8931	10	3	24240	24358	21208	1
r37b-s5	4771	10	2	16123.5	16200	11386.5	1
r37b-s5	9262	6	2	24385	24521.5	22176	1
r37b-s5	9466	4	2	28690.5	28744	22801	1
