arm r37b-s3 | run 2026-09-13-001451-2430e660 | tank r=5.64 m (100 m2), 60 m deep, 4 ring(s)
columns of 1 m: 100 | lineage.jsonl: 10442 births, 83 clades

        t      n      cols    x sd    z sd     nn h    nn 3d   leaf   leaf y   stom   stom y   mixo   mixo y    jnt    jnt y  plain  plain y  clade 1m  jointed  joint y  rigid y
   1700.0    249    87/100    2.61    2.62     0.27     1.20    196   -10.19     51   -22.03      0        -      2    -3.30      0        -        33      170   -11.73   -14.36
   1800.0    270    91/100    2.78    2.71     0.26     1.15    207   -11.35     61   -22.16      0        -      2    -4.90      0        -        43      174   -12.80   -15.45
   1900.0    263    88/100    2.95    2.87     0.26     1.21    194   -10.83     67   -22.21      0        -      2    -5.75      0        -        32      165   -12.52   -15.67
   2000.0    286    84/100    2.73    2.78     0.25     1.15    204   -12.38     80   -24.12      0        -      2    -8.57      0        -        28      168   -14.43   -17.34
   2100.0    311    95/100    2.61    2.79     0.25     1.20    218   -11.78     91   -23.74      0        -      2   -10.26      0        -        34      166   -14.41   -16.25
   2200.0    345    91/100    2.57    2.74     0.23     1.26    234   -11.61    109   -22.67      0        -      2   -12.95      0        -        64      171   -14.39   -15.83
   2300.0    383    96/100    2.63    2.69     0.21     1.12    253   -11.21    128   -22.00      0        -      2   -12.56      0        -        61      184   -14.91   -14.74
   2400.0    416    96/100    2.43    2.74     0.22     1.07    259   -10.33    155   -22.52      0        -      1   -20.27      1    -6.71        71      176   -14.94   -14.85
   2500.0    454    94/100    2.44    2.50     0.20     1.03    270    -9.94    182   -22.64      0        -      1   -18.83      1    -5.91        91      173   -15.15   -14.97
   2600.0    489    95/100    2.54    2.66     0.20     0.96    276    -9.47    211   -22.67      0        -      1   -13.16      1    -3.97       118      161   -14.97   -15.26
   2700.0    514    93/100    2.67    2.62     0.20     0.95    292    -9.46    219   -20.87      0        -      1    -9.96      2   -10.46       152      163   -14.39   -14.30
   2800.0    543    96/100    2.74    2.63     0.18     0.94    311    -9.72    228   -19.54      1   -25.38      1   -11.31      2   -10.04       160      161   -14.38   -13.66
   2900.0    583    95/100    2.63    2.69     0.17     0.92    342    -9.73    237   -18.63      1   -22.77      1    -8.24      2   -10.86       192      165   -13.75   -13.22
   3000.0    632    96/100    2.68    2.69     0.17     0.83    383   -10.49    244   -17.71      1   -22.06      1    -6.94      3    -8.37       230      174   -13.65   -13.14
   3100.0    682    99/100    2.93    2.97     0.18     0.83    424   -11.81    252   -19.72      1   -18.55      1   -10.24      4   -11.71       242      191   -15.53   -14.44
   3200.0    683   100/100    2.75    2.97     0.17     0.80    424   -12.37    254   -20.57      1    -9.01      1   -11.58      3   -11.93       241      189   -16.03   -15.17
   3300.0    678    98/100    2.80    2.98     0.16     0.84    421   -11.76    252   -18.50      1   -10.08      1    -9.98      3    -9.65       245      171   -14.04   -14.33
   3400.0    688    99/100    2.87    2.86     0.15     0.86    428   -11.71    255   -18.19      1   -12.35      1    -8.28      3    -8.66       229      167   -13.37   -14.33
   3500.0    719   100/100    2.81    2.87     0.16     0.84    455   -12.71    259   -19.09      1    -5.14      1   -11.84      3    -8.25       255      179   -14.78   -15.04
   3600.0    716    98/100    2.90    2.74     0.17     0.87    449   -12.38    262   -19.38      1    -5.59      1   -11.17      3    -7.81       230      174   -14.38   -15.08
   3700.0    756    98/100    3.02    2.56     0.16     0.83    477   -13.33    274   -18.22      1    -4.14      1    -6.26      3    -5.60       231      178   -14.33   -15.27
   3800.0    792   100/100    2.77    2.77     0.16     0.85    504   -13.40    283   -18.28      1    -5.32      1    -6.25      3    -5.81       277      181   -14.51   -15.27
   3900.0    815    99/100    2.73    2.71     0.16     0.82    520   -13.41    290   -18.43      1    -6.39      1    -5.44      3    -5.11       296      179   -14.16   -15.42
   4000.0    826   100/100    2.74    2.67     0.16     0.83    547   -13.36    274   -18.01      1    -4.97      1    -4.70      3    -5.08       294      186   -13.98   -15.10
   4100.0    856   100/100    2.77    2.60     0.16     0.80    574   -13.14    277   -17.41      1    -3.09      1    -3.43      3    -6.33       334      187   -13.74   -14.68
   4200.0    901   100/100    2.72    2.62     0.15     0.77    617   -13.15    278   -16.73      1    -3.77      1    -3.51      4    -7.55       381      201   -14.62   -14.09
   4300.0    935   100/100    2.68    2.70     0.16     0.78    648   -13.28    281   -16.59      1    -4.18      1    -3.87      4    -8.95       399      211   -15.04   -14.00
   4400.0    962    99/100    2.61    2.87     0.14     0.79    666   -13.31    289   -16.25      1   -13.58      1    -2.68      5    -6.75       389      219   -15.46   -13.76
   4500.0    975   100/100    2.77    2.81     0.15     0.80    677   -13.08    292   -16.32      1   -20.74      1    -3.35      4    -7.39       422      207   -14.74   -13.83
   4600.0   1018   100/100    2.75    2.90     0.14     0.79    716   -13.56    296   -16.28      1   -21.32      1    -5.19      4    -8.54       439      203   -14.95   -14.18
   4700.0   1051   100/100    2.74    2.88     0.14     0.75    753   -13.62    292   -16.03      1   -22.75      1    -4.92      4    -8.63       485      205   -15.21   -14.04
   4800.0   1060   100/100    2.63    2.80     0.14     0.75    767   -13.31    286   -15.97      1   -22.76      1    -7.57      5   -10.22       498      201   -14.88   -13.81
   4900.0   1086   100/100    2.66    2.73     0.13     0.78    771   -13.59    307   -18.06      1   -21.79      1    -6.70      6   -11.90       503      191   -14.76   -14.86
   5000.0   1114   100/100    2.66    2.97     0.14     0.79    800   -13.64    306   -18.49      1   -22.95      1    -5.68      6   -12.52       517      199   -14.93   -14.98
   5100.0   1126   100/100    2.58    2.81     0.14     0.75    820   -13.69    299   -18.77      1   -24.37      0        -      6   -13.50       552      192   -14.82   -15.09
   5200.0   1128   100/100    2.63    2.79     0.14     0.76    842   -13.58    278   -18.15      3   -26.56      0        -      5   -12.33       569      187   -14.31   -14.82
   5300.0   1136   100/100    2.71    2.80     0.13     0.74    859   -13.48    264   -16.98      8   -26.02      0        -      5   -12.68       575      183   -13.75   -14.50
   5400.0   1154   100/100    2.76    2.96     0.13     0.76    883   -13.36    252   -16.24     14   -24.78      0        -      5   -13.08       580      176   -13.58   -14.22
   5500.0   1175    99/100    2.70    2.83     0.13     0.72    918   -13.25    239   -15.34     13   -26.38      0        -      5   -14.00       621      170   -13.18   -13.93
   5600.0   1204    99/100    2.48    2.93    ~0.13    ~0.70    956   -13.55    235   -15.53      8   -25.22      0        -      5   -16.41       697      175   -13.43   -14.13
   5700.0   1235   100/100    2.70    2.90    ~0.13    ~0.73    993   -13.53    232   -14.78      5   -22.36      0        -      5   -15.82       723      186   -14.30   -13.73
   5800.0   1244    99/100    2.58    2.90    ~0.12    ~0.71   1008   -13.29    226   -14.50      5   -22.31      0        -      5   -17.32       734      178   -13.77   -13.52
   5900.0   1262   100/100    2.64    2.88    ~0.13    ~0.73   1031   -13.06    224   -14.00      3   -19.85      0        -      4   -13.01       780      173   -13.36   -13.23
   6000.0   1288   100/100    2.73    2.66    ~0.13    ~0.67   1060   -13.05    220   -13.80      3   -21.54      0        -      5   -11.78       797      164   -13.09   -13.21
   6100.0   1320   100/100    2.79    2.73    ~0.13    ~0.66   1097   -13.08    216   -13.60      2   -19.44      0        -      5   -13.39       831      172   -13.18   -13.18
   6200.0   1345   100/100    2.74    2.71    ~0.12    ~0.69   1129   -13.09    210   -13.73      1   -21.23      0        -      5   -14.03       856      170   -12.62   -13.29
   6300.0   1377    99/100    2.67    2.73    ~0.12    ~0.65   1160   -12.72    211   -13.90      1   -18.40      0        -      5   -14.40       922      176   -12.73   -12.94
   6400.0   1406   100/100    2.61    2.76    ~0.12    ~0.65   1189   -12.80    211   -14.06      1   -22.24      0        -      5   -13.46       931      186   -13.66   -12.90
   6500.0   1415   100/100    2.66    2.75    ~0.12    ~0.62   1211   -12.91    199   -14.13      0        -      0        -      5   -15.18       952      194   -14.48   -12.87
   6600.0   1429   100/100    2.74    2.88    ~0.12    ~0.69   1230   -13.24    194   -14.47      0        -      0        -      5   -14.35       968      198   -15.20   -13.12
   6700.0   1418   100/100    2.59    2.72    ~0.12    ~0.66   1223   -13.38    190   -14.73      0        -      0        -      5   -15.85       946      185   -14.72   -13.39
   6800.0   1443   100/100    2.64    2.81    ~0.12    ~0.68   1251   -15.42    188   -15.95      0        -      0        -      4   -10.12       938      176   -16.18   -15.38
   6900.0   1453   100/100    2.86    2.77    ~0.12    ~0.71   1260   -15.67    189   -16.38      0        -      0        -      4   -11.99       951      178   -16.68   -15.63
   7000.0   1453   100/100    2.76    2.73    ~0.12    ~0.74   1262   -15.68    187   -16.46      0        -      0        -      4   -13.16       935      174   -16.82   -15.63
   7100.0   1459   100/100    2.71    2.80    ~0.12    ~0.72   1271   -15.70    184   -16.44      0        -      0        -      4   -14.97       926      173   -16.76   -15.66
   7200.0   1467   100/100    2.71    2.80    ~0.12    ~0.72   1286   -15.67    175   -16.20      0        -      0        -      6   -14.04       971      168   -16.32   -15.65
   7300.0   1490   100/100    2.75    2.83    ~0.11    ~0.71   1310   -15.79    175   -16.21      0        -      0        -      5   -13.12       963      165   -16.11   -15.79
   7400.0   1506   100/100    2.71    2.67    ~0.12    ~0.69   1332   -15.61    170   -15.89      0        -      0        -      4    -6.61      1020      167   -15.96   -15.57
   7500.0   1523    99/100    2.74    2.72    ~0.11    ~0.73   1354   -15.77    165   -16.00      0        -      0        -      4    -7.49      1012      166   -16.24   -15.72
   7600.0   1538   100/100    2.79    2.77    ~0.11    ~0.71   1375   -15.68    159   -15.66      0        -      0        -      4   -11.85      1053      163   -15.84   -15.65
   7700.0   1551   100/100    2.79    2.89    ~0.11    ~0.72   1397   -15.71    150   -15.64      0        -      0        -      4   -12.45      1086      161   -15.64   -15.70
   7800.0   1561   100/100    2.69    2.96    ~0.11    ~0.71   1411   -16.30    146   -16.30      0        -      0        -      4   -13.71      1089      163   -16.40   -16.28
   7900.0   1591    99/100    2.72    2.88    ~0.11    ~0.72   1446   -15.87    141   -15.76      0        -      0        -      4   -10.43      1139      162   -15.31   -15.90
   8000.0   1616   100/100    2.76    2.89    ~0.11    ~0.67   1472   -15.86    140   -15.91      0        -      0        -      4   -10.40      1153      158   -14.06   -16.05
   8100.0   1629   100/100    2.71    2.86    ~0.11    ~0.71   1486   -16.35    139   -16.56      0        -      0        -      4   -10.53      1148      153   -15.13   -16.48
   8200.0   1641   100/100    2.68    2.93    ~0.11    ~0.69   1502   -16.34    136   -16.78      0        -      0        -      3   -10.29      1190      149   -14.90   -16.51
   8300.0   1652   100/100    2.75    2.88    ~0.12    ~0.70   1514   -16.06    135   -16.36      0        -      0        -      3    -9.85      1167      147   -13.68   -16.31
   8400.0   1663   100/100    2.86    2.92    ~0.11    ~0.69   1533   -16.26    127   -16.24      0        -      0        -      3   -10.36      1230      143   -13.33   -16.52
   8500.0   1671   100/100    2.82    2.86    ~0.11    ~0.68   1548   -17.54    120   -16.54      0        -      0        -      3    -8.59      1195      142   -15.54   -17.63
   8600.0   1689   100/100    2.70    2.64    ~0.11    ~0.70   1570   -17.97    116   -17.21      0        -      0        -      3    -9.47      1261      139   -15.37   -18.13
   8700.0   1708   100/100    2.90    2.74    ~0.11    ~0.69   1589   -18.72    115   -17.56      0        -      0        -      4   -14.32      1233      138   -16.90   -18.79
   8800.0   1715   100/100    2.78    2.80    ~0.11    ~0.70   1605   -18.83    107   -17.72      0        -      0        -      3    -7.45      1263      137   -17.46   -18.85
   8900.0   1729   100/100    2.79    2.79    ~0.11    ~0.68   1627   -18.89     99   -17.76      0        -      0        -      3    -8.60      1312      133   -16.57   -19.00
   9000.0   1732   100/100    2.74    2.92    ~0.11    ~0.70   1635   -18.71     94   -16.89      0        -      0        -      3   -12.24      1316      130   -16.65   -18.76
   9100.0   1746   100/100    2.72    2.91    ~0.11    ~0.72   1654   -18.52     89   -16.20      0        -      0        -      3   -12.72      1318      129   -17.16   -18.49
   9200.0   1760   100/100    2.85    2.95    ~0.11    ~0.73   1669   -18.92     88   -17.37      0        -      0        -      3   -14.28      1349      126   -18.51   -18.86
   9300.0   1770   100/100    2.74    2.79    ~0.11    ~0.72   1680   -19.04     87   -18.05      0        -      0        -      3   -12.33      1339      126   -18.77   -19.00
   9400.0   1774    99/100    2.81    2.78    ~0.11    ~0.72   1687   -18.64     84   -17.73      0        -      0        -      3   -10.68      1373      125   -18.50   -18.59
   9500.0   1774    99/100    2.81    2.82    ~0.11    ~0.72   1689   -18.53     82   -17.62      0        -      0        -      3   -12.16      1327      124   -18.17   -18.50
   9600.0   1783   100/100    2.83    2.76    ~0.11    ~0.70   1699   -19.07     81   -17.32      0        -      0        -      3   -10.61      1336      118   -17.49   -19.08
   9700.0   1787   100/100    2.76    2.78    ~0.10    ~0.71   1706   -19.24     78   -17.20      0        -      0        -      3   -10.97      1353      117   -17.48   -19.26
   9800.0   1796   100/100    2.70    2.83    ~0.11    ~0.71   1717   -19.40     76   -16.63      0        -      0        -      3    -9.53      1383      110   -17.08   -19.41
   9900.0   1804   100/100    2.89    2.85    ~0.10    ~0.70   1727   -19.53     74   -17.43      0        -      0        -      3    -9.93      1376      109   -17.52   -19.55
  10000.0   1809   100/100    2.87    2.74    ~0.11    ~0.72   1735   -20.00     71   -17.38      0        -      0        -      3   -12.20      1375      107   -17.43   -20.04
  10100.0   1811   100/100    2.68    2.71    ~0.11    ~0.69   1741   -19.89     67   -17.22      0        -      0        -      3   -13.98      1365      103   -16.99   -19.94
  10200.0   1818   100/100    2.83    2.59    ~0.11    ~0.72   1751   -20.27     64   -17.19      0        -      0        -      3   -15.14      1393      103   -17.94   -20.29
  10300.0   1825   100/100    2.75    2.78    ~0.11    ~0.72   1760   -20.15     62   -17.18      0        -      0        -      3   -15.15      1402      102   -17.51   -20.19
  10400.0   1824   100/100    2.86    2.75    ~0.11    ~0.73   1759   -20.16     61   -17.23      0        -      0        -      4   -16.31      1424      102   -18.08   -20.17
  10500.0   1821   100/100    2.77    2.65    ~0.11    ~0.72   1760   -20.09     58   -17.82      0        -      0        -      3   -12.42      1417      100   -18.61   -20.09
  10600.0   1819   100/100    2.82    2.70    ~0.11    ~0.72   1759   -20.18     57   -17.01      0        -      0        -      3   -11.86      1427      100   -18.71   -20.15
  10700.0   1819   100/100    2.77    2.70    ~0.11    ~0.73   1760   -20.23     56   -17.08      0        -      0        -      3   -12.80      1382       97   -18.62   -20.20
  10800.0   1831   100/100    2.79    2.70    ~0.10    ~0.72   1773   -20.30     55   -16.31      0        -      0        -      3    -9.97      1422       96   -18.40   -20.26
  10900.0   1835   100/100    2.85    2.68    ~0.10    ~0.70   1778   -20.28     54   -16.42      0        -      0        -      3    -8.94      1430       95   -18.00   -20.26
  11000.0   1839   100/100    2.89    2.86    ~0.10    ~0.73   1785   -20.11     51   -16.55      0        -      0        -      3    -7.77      1437       91   -17.07   -20.15
  11100.0   1837   100/100    2.82    2.85    ~0.10    ~0.71   1784   -20.86     50   -17.90      0        -      0        -      3    -9.27      1418       91   -16.58   -20.98
  11200.0   1831    99/100    2.66    2.85    ~0.11    ~0.72   1782   -21.01     46   -18.84      0        -      0        -      3    -9.74      1452       90   -17.00   -21.14
  11300.0   1830   100/100    2.76    2.75    ~0.11    ~0.72   1784   -20.81     43   -18.97      0        -      0        -      3   -13.36      1446       90   -18.32   -20.88
  11400.0   1829   100/100    2.78    2.83    ~0.11    ~0.74   1784   -20.97     42   -19.48      0        -      0        -      3   -13.73      1441       87   -18.89   -21.03
  11500.0   1820   100/100    2.74    2.86    ~0.11    ~0.72   1778   -21.24     39   -18.78      0        -      0        -      3   -12.16      1443       83   -19.39   -21.26
  11600.0   1824   100/100    2.62    2.78    ~0.10    ~0.74   1784   -21.30     37   -19.19      0        -      0        -      3   -14.03      1404       81   -19.21   -21.34
  11700.0   1829   100/100    2.74    2.71    ~0.11    ~0.72   1791   -21.43     35   -18.50      0        -      0        -      3   -11.56      1407       82   -19.32   -21.46
  11800.0   1831   100/100    2.79    2.79    ~0.11    ~0.74   1794   -21.38     34   -18.75      0        -      0        -      3   -11.57      1403       81   -19.19   -21.41
  11900.0   1824   100/100    2.76    2.76    ~0.10    ~0.70   1788   -21.36     33   -18.78      0        -      0        -      3   -12.66      1434       79   -19.66   -21.37
  12000.0   1812   100/100    2.66    2.77    ~0.11    ~0.72   1777   -21.35     32   -20.01      0        -      0        -      3   -12.52      1433       77   -19.14   -21.41
  12100.0   1816   100/100    2.71    2.65    ~0.11    ~0.75   1780   -21.36     33   -20.63      0        -      0        -      3   -16.31      1403       80   -19.80   -21.41
  12200.0   1802   100/100    2.72    2.78    ~0.11    ~0.73   1769   -21.26     30   -22.77      0        -      0        -      3   -16.36      1401       77   -18.89   -21.38
  12300.0   1797   100/100    2.85    2.80    ~0.10    ~0.75   1766   -21.65     28   -23.23      0        -      0        -      3   -16.89      1341       72   -17.56   -21.84
  12400.0   1783   100/100    2.77    2.71    ~0.11    ~0.76   1753   -21.10     27   -22.06      0        -      0        -      3   -16.63      1335       73   -17.64   -21.25
  12500.0   1791   100/100    2.82    2.70    ~0.11    ~0.78   1761   -21.40     26   -23.26      0        -      0        -      4   -17.73      1321       69   -16.90   -21.60
  12600.0   1778   100/100    2.82    2.80    ~0.11    ~0.72   1748   -21.43     26   -23.56      0        -      0        -      4   -18.41      1347       69   -16.87   -21.64
  12700.0   1764   100/100    2.75    2.73    ~0.11    ~0.75   1733   -21.33     27   -23.33      0        -      0        -      4   -18.50      1333       72   -18.03   -21.50
  12800.0   1778   100/100    2.89    2.79    ~0.11    ~0.76   1746   -21.22     28   -24.84      0        -      0        -      4   -18.05      1323       76   -18.70   -21.38
  12900.0   1784   100/100    2.78    2.84    ~0.11    ~0.75   1750   -21.09     30   -26.78      0        -      0        -      4   -16.09      1345       80   -19.46   -21.25
  13000.0   1776   100/100    2.81    2.73    ~0.11    ~0.77   1741   -21.27     31   -28.14      0        -      0        -      4   -14.71      1297       76   -19.36   -21.47
  13100.0   1762   100/100    2.79    2.68    ~0.11    ~0.72   1728   -20.86     31   -28.38      0        -      0        -      3    -8.94      1334       68   -17.14   -21.13
  13200.0   1775   100/100    2.80    2.69    ~0.11    ~0.75   1740   -20.77     32   -29.25      0        -      0        -      3   -11.09      1337       67   -17.36   -21.04
  13300.0   1787   100/100    2.84    2.71    ~0.11    ~0.73   1751   -20.74     33   -29.82      0        -      0        -      3   -10.95      1366       65   -16.60   -21.06
  13400.0   1786    99/100    2.86    2.72    ~0.11    ~0.74   1748   -20.62     35   -30.57      0        -      0        -      3    -8.20      1379       65   -16.50   -20.96
  13500.0   1795   100/100    2.87    2.73    ~0.11    ~0.71   1756   -20.26     36   -30.98      0        -      0        -      3   -12.59      1342       64   -15.94   -20.63
  13600.0   1798   100/100    2.79    2.69    ~0.11    ~0.72   1754   -20.21     41   -32.80      0        -      0        -      3   -13.80      1366       63   -15.61   -20.67
  13700.0   1805   100/100    2.89    2.82    ~0.11    ~0.75   1760   -20.35     42   -33.27      0        -      0        -      3   -11.94      1406       61   -14.98   -20.83
  13800.0   1808   100/100    2.78    2.86    ~0.11    ~0.74   1761   -20.38     44   -33.26      0        -      0        -      3   -11.84      1390       61   -15.03   -20.88
  13900.0   1807   100/100    2.63    2.74    ~0.10    ~0.72   1752   -20.24     52   -34.34      0        -      0        -      3   -10.16      1395       58   -15.16   -20.81
  14000.0   1808   100/100    2.75    2.80    ~0.11    ~0.71   1750   -20.32     55   -34.38      0        -      0        -      3   -10.04      1376       58   -15.31   -20.91
  14100.0   1801   100/100    2.75    2.83    ~0.11    ~0.73   1741   -20.71     57   -35.61      0        -      0        -      3   -10.40      1374       64   -18.78   -21.25
  14200.0   1794   100/100    2.76    2.81    ~0.11    ~0.73   1729   -21.18     62   -35.54      0        -      0        -      3    -8.35      1384       59   -18.32   -21.77
  14300.0   1796   100/100    2.64    2.98    ~0.11    ~0.72   1731   -20.84     62   -36.33      0        -      0        -      3    -7.55      1368       60   -18.82   -21.44
  14400.0   1794   100/100    2.67    2.86    ~0.11    ~0.73   1727   -20.57     64   -36.11      0        -      0        -      3    -5.99      1355       59   -19.00   -21.17
  14500.0   1795   100/100    2.73    2.93    ~0.11    ~0.73   1727   -20.75     65   -36.69      0        -      0        -      3    -6.68      1337       62   -19.79   -21.36
  14600.0   1786   100/100    2.60    2.88    ~0.11    ~0.72   1719   -20.90     64   -37.83      0        -      0        -      3    -7.44      1347       61   -19.48   -21.55
  14700.0   1785   100/100    2.60    2.71    ~0.11    ~0.74   1719   -21.62     63   -36.08      0        -      0        -      3    -7.27      1372       56   -18.13   -22.23
  14800.0   1776   100/100    2.72    2.85    ~0.11    ~0.75   1709   -21.74     64   -35.76      0        -      0        -      3    -7.81      1335       57   -18.85   -22.33
  14900.0   1766   100/100    2.70    2.81    ~0.11    ~0.75   1697   -21.45     66   -36.51      0        -      0        -      3    -7.27      1317       54   -17.80   -22.12
  15000.0   1764   100/100    2.79    2.66    ~0.11    ~0.77   1691   -21.13     69   -36.80      0        -      0        -      4   -12.86      1283       51   -16.26   -21.89
  15100.0   1770   100/100    2.72    2.73    ~0.11    ~0.73   1695   -21.51     72   -36.36      0        -      0        -      3    -6.72      1296       49   -15.39   -22.28
  15200.0   1764   100/100    2.80    2.82    ~0.11    ~0.76   1690   -21.44     71   -36.14      0        -      0        -      3    -6.41      1290       49   -16.43   -22.17
  15300.0   1768   100/100    2.77    2.85    ~0.11    ~0.75   1693   -21.68     72   -34.42      0        -      0        -      3    -6.20      1271       48   -15.70   -22.35
  15400.0   1766   100/100    2.64    2.84    ~0.11    ~0.75   1692   -21.69     70   -33.17      0        -      0        -      4   -11.37      1274       49   -15.83   -22.30
  15500.0   1767   100/100    2.79    2.75    ~0.11    ~0.78   1694   -21.78     69   -33.46      0        -      0        -      4   -11.30      1259       50   -17.11   -22.36
  15600.0   1761   100/100    2.83    2.73    ~0.11    ~0.76   1687   -21.46     70   -33.31      0        -      0        -      4   -10.91      1260       52   -16.97   -22.06
  15700.0   1748   100/100    2.88    2.74    ~0.11    ~0.77   1672   -21.27     72   -33.06      0        -      0        -      4   -11.34      1266       54   -17.34   -21.88
  15800.0   1741   100/100    2.77    2.72    ~0.11    ~0.72   1669   -21.15     68   -32.34      0        -      0        -      4   -10.94      1236       53   -17.14   -21.70
  15900.0   1757   100/100    2.85    2.76    ~0.11    ~0.74   1683   -21.14     70   -31.25      0        -      0        -      4   -11.12      1266       49   -14.37   -21.72
  16000.0   1754   100/100    2.90    2.76    ~0.11    ~0.75   1684   -21.67     66   -30.10      0        -      0        -      4   -11.63      1245       48   -14.22   -22.18
  16100.0   1746   100/100    2.87    2.70    ~0.11    ~0.75   1680   -21.59     62   -31.04      0        -      0        -      4   -12.77      1278       47   -14.32   -22.12
  16200.0   1747   100/100    2.80    2.76    ~0.11    ~0.77   1685   -21.21     58   -29.41      0        -      0        -      4   -13.00      1257       44   -13.90   -21.66
  16300.0   1749   100/100    2.84    2.73    ~0.11    ~0.77   1685   -21.03     59   -29.65      0        -      0        -      5   -14.39      1267       42   -13.07   -21.50
  16400.0   1753   100/100    2.82    2.73    ~0.11    ~0.76   1687   -21.28     61   -30.33      0        -      0        -      5   -14.85      1283       42   -12.45   -21.80
  16500.0   1754   100/100    2.70    2.73    ~0.11    ~0.74   1690   -21.09     59   -29.81      0        -      0        -      5   -16.50      1282       42   -12.58   -21.59
  16600.0   1767   100/100    2.77    2.59    ~0.11    ~0.76   1705   -21.77     57   -31.00      0        -      0        -      5   -17.05      1291       42   -13.12   -22.27
  16700.0   1750   100/100    2.70    2.75    ~0.11    ~0.73   1694   -21.77     52   -30.18      0        -      0        -      4   -20.93      1319       46   -15.59   -22.19
  16800.0   1747   100/100    2.66    2.78    ~0.12    ~0.73   1689   -21.60     54   -30.25      0        -      0        -      4   -19.34      1296       47   -16.07   -22.03
  16900.0   1739   100/100    2.68    2.81    ~0.11    ~0.76   1680   -21.12     55   -29.90      0        -      0        -      4   -18.89      1283       47   -16.09   -21.54
  17000.0   1736   100/100    2.74    2.73    ~0.11    ~0.71   1678   -20.74     54   -28.75      0        -      0        -      4   -16.73      1314       48   -16.15   -21.12
  17100.0   1735   100/100    2.82    2.76    ~0.11    ~0.73   1679   -20.72     52   -28.66      0        -      0        -      4   -18.32      1309       46   -15.94   -21.09
  17200.0   1740   100/100    2.87    2.79    ~0.11    ~0.74   1685   -21.43     51   -27.99      0        -      0        -      4   -17.43      1295       45   -16.75   -21.74
  17300.0   1748   100/100    2.80    2.78    ~0.11    ~0.73   1695   -21.24     49   -26.77      0        -      0        -      4   -23.60      1298       46   -16.63   -21.53
  17400.0   1764   100/100    2.87    2.91    ~0.11    ~0.75   1712   -20.89     49   -26.23      0        -      0        -      3   -23.76      1297       43   -14.93   -21.20
  17500.0   1773   100/100    2.78    3.03    ~0.11    ~0.77   1723   -20.91     47   -26.66      0        -      0        -      3   -24.11      1272       42   -14.68   -21.22
  17600.0   1780   100/100    2.74    2.84    ~0.11    ~0.71   1734   -21.47     44   -26.28      0        -      0        -      2    -8.71      1332       43   -14.86   -21.74
  17700.0   1773   100/100    2.73    2.85    ~0.11    ~0.71   1730   -21.16     41   -24.58      0        -      0        -      2    -9.40      1342       44   -15.12   -21.38
