t,x,y,z,qw,qx,qy,qz,q0
37.3,-0.00004,-10.00008,0,0.998755,0,0,-0.049893,-0.183848
37.4,-0.000024,-9.999631,0,0.997678,0,0,-0.068105,-0.24966
37.5,-0.000018,-9.999323,0,0.996947,0,0,-0.078088,-0.285695
37.6,-0.000023,-9.999286,0,0.996886,0,0,-0.078859,-0.288365
37.7,-0.000039,-9.999537,0,0.997525,0,0,-0.070309,-0.257275
37.8,-0.000064,-9.999962,0,0.998582,0,0,-0.053245,-0.195396
37.9,-0.000096,-10.00037,0,0.99957,0,0,-0.029339,-0.108821
38,-0.000131,-10.00055,0,1,0,0,-0.000962,-0.00615
38.1,-0.000165,-10.00039,0,0.999578,0,0,0.029068,0.102455
38.2,-0.000197,-9.999899,0,0.998328,0,0,0.057801,0.20637
38.3,-0.000224,-9.999206,0,0.996595,0,0,0.082455,0.29556
38.4,-0.000246,-9.998533,0,0.99492,0,0,0.100669,0.361463
38.5,-0.000257,-9.9981,0,0.993854,0,0,0.110696,0.397704
38.6,-0.000255,-9.998054,0,0.99376,0,0,0.111545,0.400644
38.7,-0.00024,-9.998409,0,0.994673,0,0,0.103084,0.369812
38.8,-0.000213,-9.999048,0,0.996287,0,0,0.086099,0.308111
38.9,-0.000178,-9.999756,0,0.998062,0,0,0.062236,0.221589
39,-0.00014,-10.0003,0,0.999427,0,0,0.03386,0.11885
39.1,-0.000105,-10.00052,0,0.999993,0,0,0.003796,0.010111
39.2,-0.000075,-10.00038,0,0.999688,0,0,-0.024983,-0.093923
39.3,-0.000051,-10,0,0.998766,0,0,-0.049668,-0.183144
39.4,-0.000036,-9.999554,0,0.997694,0,0,-0.067879,-0.248956
39.5,-0.000029,-9.999246,0,0.996964,0,0,-0.077862,-0.284991
39.6,-0.000034,-9.999207,0,0.996904,0,0,-0.078633,-0.287659
39.7,-0.00005,-9.999458,0,0.997541,0,0,-0.070082,-0.256567
39.8,-0.000075,-9.999882,0,0.998594,0,0,-0.053018,-0.194687
39.9,-0.000108,-10.00029,0,0.999576,0,0,-0.029112,-0.108113
40,-0.000142,-10.00047,0,1,0,0,-0.000735,-0.005443
40.1,-0.000176,-10.00031,0,0.999571,0,0,0.029295,0.103162
40.2,-0.000208,-9.999809,0,0.998315,0,0,0.058027,0.207076
40.3,-0.000236,-9.999115,0,0.996576,0,0,0.082681,0.296266
40.4,-0.000257,-9.998441,0,0.994897,0,0,0.100895,0.36217
40.5,-0.000268,-9.998008,0,0.993829,0,0,0.110923,0.398413
40.6,-0.000267,-9.997961,0,0.993734,0,0,0.111772,0.401354
40.7,-0.000251,-9.998319,0,0.994649,0,0,0.103312,0.370525
40.8,-0.000224,-9.998958,0,0.996267,0,0,0.086327,0.308824
40.9,-0.000189,-9.999666,0,0.998047,0,0,0.062465,0.222303
41,-0.000152,-10.00021,0,0.999419,0,0,0.034089,0.119564
41.1,-0.000116,-10.00043,0,0.999992,0,0,0.004024,0.010825
41.2,-0.000086,-10.0003,0,0.999694,0,0,-0.024754,-0.09321
41.3,-0.000063,-9.999921,0,0.998777,0,0,-0.049439,-0.182432
41.4,-0.000047,-9.999475,0,0.997709,0,0,-0.067651,-0.248244
41.5,-0.000041,-9.999167,0,0.996982,0,0,-0.077634,-0.284277
41.6,-0.000046,-9.999129,0,0.996922,0,0,-0.078404,-0.286944
41.7,-0.000061,-9.999378,0,0.997557,0,0,-0.069852,-0.255851
41.8,-0.000087,-9.999802,0,0.998606,0,0,-0.052788,-0.19397
41.9,-0.000119,-10.0002,0,0.999583,0,0,-0.028882,-0.107396
42,-0.000154,-10.00038,0,1,0,0,-0.000505,-0.004726
42.1,-0.000188,-10.00022,0,0.999564,0,0,0.029524,0.103878
42.2,-0.00022,-9.999722,0,0.998302,0,0,0.058256,0.207792
42.3,-0.000247,-9.999025,0,0.996557,0,0,0.08291,0.296981
42.4,-0.000269,-9.998348,0,0.994874,0,0,0.101124,0.362886
42.5,-0.00028,-9.997912,0,0.993803,0,0,0.111152,0.39913
42.6,-0.000279,-9.997865,0,0.993708,0,0,0.112001,0.402074
42.7,-0.000263,-9.998222,0,0.994625,0,0,0.103542,0.371246
42.8,-0.000236,-9.998863,0,0.996247,0,0,0.086558,0.309547
42.9,-0.000201,-9.999572,0,0.998033,0,0,0.062696,0.223026
43,-0.000163,-10.00012,0,0.999411,0,0,0.03432,0.120287
43.1,-0.000128,-10.00034,0,0.999991,0,0,0.004255,0.011547
43.2,-0.000098,-10.00022,0,0.999699,0,0,-0.024523,-0.092489
43.3,-0.000074,-9.999833,0,0.998789,0,0,-0.049209,-0.181711
43.4,-0.000059,-9.999388,0,0.997725,0,0,-0.06742,-0.247522
43.5,-0.000053,-9.99908,0,0.997,0,0,-0.077403,-0.283555
43.6,-0.000057,-9.999042,0,0.99694,0,0,-0.078173,-0.28622
43.7,-0.000073,-9.999289,0,0.997574,0,0,-0.069621,-0.255126
43.8,-0.000099,-9.99971,0,0.998618,0,0,-0.052556,-0.193244
43.9,-0.000131,-10.00011,0,0.99959,0,0,-0.02865,-0.106669
44,-0.000166,-10.00029,0,1,0,0,-0.000273,-0.004
44.1,-0.0002,-10.00012,0,0.999557,0,0,0.029756,0.104603
44.2,-0.000232,-9.999618,0,0.998288,0,0,0.058488,0.208516
44.3,-0.000259,-9.998919,0,0.996538,0,0,0.083141,0.297705
44.4,-0.000281,-9.99824,0,0.99485,0,0,0.101355,0.363611
44.5,-0.000292,-9.997803,0,0.993778,0,0,0.111383,0.399857
44.6,-0.000291,-9.997754,0,0.993682,0,0,0.112233,0.402802
44.7,-0.000275,-9.998112,0,0.994601,0,0,0.103775,0.371977
44.8,-0.000248,-9.998755,0,0.996227,0,0,0.086791,0.31028
44.9,-0.000213,-9.999466,0,0.998018,0,0,0.06293,0.223759
45,-0.000175,-10.00002,0,0.999403,0,0,0.034554,0.12102
45.1,-0.00014,-10.00024,0,0.99999,0,0,0.004489,0.012279
45.2,-0.00011,-10.00012,0,0.999705,0,0,-0.02429,-0.091758
45.3,-0.000087,-9.999736,0,0.9988,0,0,-0.048975,-0.18098
45.4,-0.000071,-9.999292,0,0.99774,0,0,-0.067187,-0.246792
45.5,-0.000065,-9.998985,0,0.997018,0,0,-0.07717,-0.282823
45.6,-0.00007,-9.998947,0,0.996958,0,0,-0.077939,-0.285487
45.7,-0.000086,-9.999193,0,0.99759,0,0,-0.069387,-0.254391
45.8,-0.000111,-9.999612,0,0.99863,0,0,-0.052322,-0.192508
45.9,-0.000143,-10.00001,0,0.999596,0,0,-0.028415,-0.105934
46,-0.000178,-10.00018,0,1,0,0,-0.000039,-0.003265
46.1,-0.000212,-10.00001,0,0.99955,0,0,0.02999,0.105337
46.2,-0.000244,-9.999508,0,0.998274,0,0,0.058722,0.209249
46.3,-0.000272,-9.998805,0,0.996518,0,0,0.083374,0.298439
46.4,-0.000293,-9.998125,0,0.994827,0,0,0.101589,0.364346
46.5,-0.000305,-9.997687,0,0.993751,0,0,0.111617,0.400592
46.6,-0.000303,-9.997639,0,0.993655,0,0,0.112468,0.40354
46.7,-0.000288,-9.997996,0,0.994576,0,0,0.10401,0.372717
46.8,-0.000261,-9.998639,0,0.996206,0,0,0.087027,0.311021
46.9,-0.000226,-9.999352,0,0.998003,0,0,0.063166,0.224501
47,-0.000188,-9.999904,0,0.999395,0,0,0.03479,0.121762
47.1,-0.000152,-10.00013,0,0.999989,0,0,0.004725,0.01302
47.2,-0.000122,-10.00001,0,0.999711,0,0,-0.024054,-0.091018
47.3,-0.000099,-9.99963,0,0.998812,0,0,-0.04874,-0.180241
47.4,-0.000083,-9.999189,0,0.997756,0,0,-0.066951,-0.246052
47.5,-0.000077,-9.998882,0,0.997036,0,0,-0.076934,-0.282082
47.6,-0.000082,-9.998844,0,0.996977,0,0,-0.077703,-0.284745
47.7,-0.000098,-9.999089,0,0.997606,0,0,-0.06915,-0.253647
47.8,-0.000124,-9.999506,0,0.998643,0,0,-0.052085,-0.191764
47.9,-0.000156,-9.999901,0,0.999603,0,0,-0.028178,-0.105189
48,-0.00019,-10.00007,0,1,0,0,0.000199,-0.002521
48.1,-0.000224,-9.999902,0,0.999543,0,0,0.030227,0.10608
48.2,-0.000256,-9.999395,0,0.998261,0,0,0.058958,0.209992
48.3,-0.000284,-9.998692,0,0.996499,0,0,0.083611,0.299181
48.4,-0.000306,-9.998011,0,0.994802,0,0,0.101825,0.365089
48.5,-0.000318,-9.997573,0,0.993725,0,0,0.111854,0.401338
48.6,-0.000316,-9.997524,0,0.993629,0,0,0.112705,0.404288
48.7,-0.000301,-9.997882,0,0.994551,0,0,0.104248,0.373466
48.8,-0.000273,-9.998525,0,0.996185,0,0,0.087266,0.311772
48.9,-0.000238,-9.999241,0,0.997988,0,0,0.063405,0.225252
49,-0.0002,-9.999793,0,0.999386,0,0,0.035029,0.122512
49.1,-0.000165,-10.00003,0,0.999988,0,0,0.004965,0.013769
49.2,-0.000135,-9.999902,0,0.999717,0,0,-0.023815,-0.090269
49.3,-0.000112,-9.999527,0,0.998823,0,0,-0.048501,-0.179492
49.4,-0.000096,-9.999086,0,0.997772,0,0,-0.066713,-0.245303
49.5,-0.00009,-9.99878,0,0.997055,0,0,-0.076695,-0.281331
49.6,-0.000095,-9.998742,0,0.996995,0,0,-0.077464,-0.283993
49.7,-0.000111,-9.998986,0,0.997623,0,0,-0.06891,-0.252894
49.8,-0.000136,-9.999402,0,0.998655,0,0,-0.051844,-0.191009
49.9,-0.000168,-9.999795,0,0.99961,0,0,-0.027937,-0.104434
50,-0.000203,-9.999965,0,1,0,0,0.000439,-0.001767
50.1,-0.000237,-9.99979,0,0.999536,0,0,0.030467,0.106833
50.2,-0.000269,-9.99928,0,0.998246,0,0,0.059198,0.210744
50.3,-0.000297,-9.998575,0,0.996478,0,0,0.08385,0.299933
50.4,-0.000319,-9.997891,0,0.994778,0,0,0.102064,0.365842
50.5,-0.000331,-9.997454,0,0.993698,0,0,0.112093,0.402092
50.6,-0.000329,-9.997403,0,0.993601,0,0,0.112945,0.405044
50.7,-0.000314,-9.997761,0,0.994526,0,0,0.104489,0.374225
50.8,-0.000286,-9.998405,0,0.996164,0,0,0.087507,0.312532
50.9,-0.000251,-9.999122,0,0.997972,0,0,0.063647,0.226013
51,-0.000213,-9.999679,0,0.999378,0,0,0.035271,0.123273
51.1,-0.000178,-9.999912,0,0.999987,0,0,0.005206,0.014529
51.2,-0.000148,-9.999793,0,0.999722,0,0,-0.023574,-0.08951
51.3,-0.000125,-9.999418,0,0.998835,0,0,-0.04826,-0.178734
51.4,-0.000109,-9.99898,0,0.997788,0,0,-0.066472,-0.244544
51.5,-0.000103,-9.998674,0,0.997073,0,0,-0.076454,-0.280572
51.6,-0.000108,-9.998636,0,0.997014,0,0,-0.077222,-0.283232
51.7,-0.000124,-9.998878,0,0.99764,0,0,-0.068668,-0.252131
51.8,-0.000149,-9.999292,0,0.998668,0,0,-0.051602,-0.190246
51.9,-0.000181,-9.999682,0,0.999616,0,0,-0.027695,-0.103671
52,-0.000216,-9.999849,0,1,0,0,0.000681,-0.001004
52.1,-0.00025,-9.999672,0,0.999528,0,0,0.030709,0.107595
52.2,-0.000282,-9.99916,0,0.998232,0,0,0.05944,0.211505
52.3,-0.00031,-9.998453,0,0.996458,0,0,0.084091,0.300694
52.4,-0.000332,-9.997767,0,0.994753,0,0,0.102306,0.366604
52.5,-0.000344,-9.997329,0,0.993671,0,0,0.112335,0.402856
52.6,-0.000342,-9.997278,0,0.993574,0,0,0.113187,0.40581
52.7,-0.000327,-9.997637,0,0.994501,0,0,0.104732,0.374993
52.8,-0.0003,-9.998282,0,0.996142,0,0,0.087751,0.313301
52.9,-0.000265,-9.999001,0,0.997957,0,0,0.063891,0.226783
53,-0.000227,-9.99956,0,0.999369,0,0,0.035515,0.124043
53.1,-0.000191,-9.999796,0,0.999985,0,0,0.00545,0.015298
53.2,-0.000161,-9.999678,0,0.999728,0,0,-0.02333,-0.088742
53.3,-0.000138,-9.999305,0,0.998847,0,0,-0.048017,-0.177966
53.4,-0.000123,-9.998867,0,0.997805,0,0,-0.066228,-0.243776
53.5,-0.000117,-9.998562,0,0.997092,0,0,-0.07621,-0.279802
53.6,-0.000121,-9.998524,0,0.997033,0,0,-0.076978,-0.282461
53.7,-0.000137,-9.998766,0,0.997656,0,0,-0.068424,-0.251359
53.8,-0.000163,-9.99918,0,0.99868,0,0,-0.051357,-0.189473
53.9,-0.000195,-9.999566,0,0.999623,0,0,-0.02745,-0.102898
54,-0.000229,-9.999729,0,1,0,0,0.000926,-0.000232
54.1,-0.000264,-9.999549,0,0.999521,0,0,0.030954,0.108367
54.2,-0.000296,-9.999034,0,0.998217,0,0,0.059683,0.212276
54.3,-0.000324,-9.998323,0,0.996438,0,0,0.084335,0.301465
54.4,-0.000346,-9.997637,0,0.994728,0,0,0.102549,0.367376
54.5,-0.000357,-9.997196,0,0.993643,0,0,0.112579,0.403629
54.6,-0.000356,-9.997146,0,0.993546,0,0,0.113432,0.406586
54.7,-0.000341,-9.997504,0,0.994475,0,0,0.104977,0.375771
54.8,-0.000313,-9.998154,0,0.996121,0,0,0.087997,0.314081
54.9,-0.000278,-9.998874,0,0.997941,0,0,0.064137,0.227563
55,-0.00024,-9.999434,0,0.99936,0,0,0.035762,0.124822
55.1,-0.000205,-9.999672,0,0.999984,0,0,0.005696,0.016077
55.2,-0.000175,-9.999556,0,0.999734,0,0,-0.023084,-0.087964
55.3,-0.000151,-9.999183,0,0.998858,0,0,-0.047771,-0.177189
55.4,-0.000136,-9.998746,0,0.997821,0,0,-0.065983,-0.242998
55.5,-0.00013,-9.998441,0,0.997111,0,0,-0.075965,-0.279023
55.6,-0.000135,-9.998403,0,0.997052,0,0,-0.076732,-0.28168
55.7,-0.000151,-9.998645,0,0.997673,0,0,-0.068177,-0.250577
55.8,-0.000176,-9.999055,0,0.998693,0,0,-0.05111,-0.18869
55.9,-0.000208,-9.99944,0,0.99963,0,0,-0.027203,-0.102115
56,-0.000243,-9.9996,0,0.999999,0,0,0.001173,0.000551
56.1,-0.000277,-9.999417,0,0.999513,0,0,0.0312,0.109148
56.2,-0.000309,-9.998901,0,0.998203,0,0,0.05993,0.213057
56.3,-0.000337,-9.998189,0,0.996417,0,0,0.084581,0.302246
56.4,-0.000359,-9.997501,0,0.994703,0,0,0.102795,0.368157
56.5,-0.000371,-9.997059,0,0.993615,0,0,0.112825,0.404412
56.6,-0.00037,-9.997007,0,0.993518,0,0,0.113679,0.407371
56.7,-0.000355,-9.997366,0,0.994449,0,0,0.105224,0.376558
56.8,-0.000327,-9.998016,0,0.996099,0,0,0.088245,0.31487
56.9,-0.000292,-9.998739,0,0.997925,0,0,0.064386,0.228353
57,-0.000254,-9.999301,0,0.999351,0,0,0.036011,0.125612
57.1,-0.000218,-9.999543,0,0.999982,0,0,0.005945,0.016865
57.2,-0.000188,-9.999429,0,0.999739,0,0,-0.022836,-0.087176
57.3,-0.000165,-9.999062,0,0.99887,0,0,-0.047523,-0.176401
57.4,-0.00015,-9.998625,0,0.997837,0,0,-0.065735,-0.24221
57.5,-0.000144,-9.998321,0,0.997129,0,0,-0.075716,-0.278235
57.6,-0.000149,-9.998281,0,0.997071,0,0,-0.076484,-0.28089
57.7,-0.000165,-9.998523,0,0.99769,0,0,-0.067928,-0.249786
57.8,-0.00019,-9.998931,0,0.998706,0,0,-0.050861,-0.187898
57.9,-0.000222,-9.999315,0,0.999637,0,0,-0.026953,-0.101322
58,-0.000257,-9.999475,0,0.999999,0,0,0.001422,0.001343
58.1,-0.000291,-9.999289,0,0.999505,0,0,0.031449,0.109939
58.2,-0.000323,-9.998768,0,0.998188,0,0,0.060178,0.213847
58.3,-0.000352,-9.998054,0,0.996396,0,0,0.084829,0.303036
58.4,-0.000374,-9.997363,0,0.994677,0,0,0.103043,0.368948
58.5,-0.000386,-9.996918,0,0.993587,0,0,0.113073,0.405205
58.6,-0.000384,-9.996866,0,0.993489,0,0,0.113928,0.408166
58.7,-0.000369,-9.997226,0,0.994422,0,0,0.105474,0.377356
58.8,-0.000342,-9.997877,0,0.996077,0,0,0.088495,0.315669
58.9,-0.000306,-9.998601,0,0.997909,0,0,0.064637,0.229153
59,-0.000268,-9.999166,0,0.999342,0,0,0.036261,0.126411
59.1,-0.000233,-9.99941,0,0.999981,0,0,0.006196,0.017664
59.2,-0.000203,-9.9993,0,0.999745,0,0,-0.022586,-0.086379
59.3,-0.000179,-9.998935,0,0.998882,0,0,-0.047273,-0.175604
59.4,-0.000164,-9.9985,0,0.997854,0,0,-0.065485,-0.241413
59.5,-0.000158,-9.998198,0,0.997148,0,0,-0.075466,-0.277436
59.6,-0.000163,-9.998158,0,0.99709,0,0,-0.076233,-0.28009
59.7,-0.000179,-9.998399,0,0.997707,0,0,-0.067677,-0.248984
59.8,-0.000205,-9.998806,0,0.998719,0,0,-0.05061,-0.187095
59.9,-0.000236,-9.999187,0,0.999644,0,0,-0.026702,-0.100519
60,-0.000271,-9.999342,0,0.999999,0,0,0.001674,0.002145
