t,x,y,z,qw,qx,qy,qz,q0,q1
31.4,-0.007552,-9.902217,0,0.989814,0,0,-0.142366,-0.279169,-0.355579
31.5,-0.006816,-9.901736,0,0.988379,0,0,-0.152009,-0.323285,-0.300371
31.6,-0.005424,-9.90192,0,0.988999,0,0,-0.147922,-0.333507,-0.240892
31.7,-0.003492,-9.902674,0,0.991467,0,0,-0.130359,-0.308604,-0.18296
31.8,-0.001191,-9.90369,0,0.994891,0,0,-0.100958,-0.250893,-0.132297
31.9,0.001265,-9.904563,0,0.998038,0,0,-0.062618,-0.166086,-0.093906
32,0.003629,-9.904919,0,0.999816,0,0,-0.019202,-0.062707,-0.071554
32.1,0.005654,-9.904556,0,0.99969,0,0,0.024917,0.048902,-0.06743
32.2,0.007125,-9.903516,0,0.997861,0,0,0.06537,0.157771,-0.08196
32.3,0.0079,-9.90204,0,0.995162,0,0,0.098245,0.253398,-0.113799
32.4,0.007922,-9.900482,0,0.992724,0,0,0.120417,0.326611,-0.159942
32.5,0.007207,-9.899166,0,0.991544,0,0,0.129774,0.370294,-0.215913
32.6,0.00583,-9.898291,0,0.992109,0,0,0.12538,0.380029,-0.276182
32.7,0.003917,-9.897851,0,0.994191,0,0,0.107629,0.354694,-0.334733
32.8,0.001647,-9.897661,0,0.996933,0,0,0.078258,0.296703,-0.385703
32.9,-0.000761,-9.897433,0,0.999192,0,0,0.040186,0.211806,-0.424064
33,-0.003061,-9.896914,0,0.999996,0,0,-0.002799,0.108492,-0.446143
33.1,-0.005013,-9.895989,0,0.99892,0,0,-0.046463,-0.002995,-0.449954
33.2,-0.006417,-9.894745,0,0.996244,0,0,-0.086588,-0.111807,-0.43529
33.3,-0.007138,-9.89344,0,0.992851,0,0,-0.11936,-0.207535,-0.40365
33.4,-0.007124,-9.892402,0,0.989915,0,0,-0.141665,-0.281041,-0.358055
33.5,-0.006388,-9.891908,0,0.988486,0,0,-0.151313,-0.325169,-0.302858
33.6,-0.004994,-9.892081,0,0.989102,0,0,-0.147231,-0.335403,-0.24339
33.7,-0.003059,-9.892825,0,0.991558,0,0,-0.129668,-0.310512,-0.185465
33.8,-0.000754,-9.893837,0,0.994961,0,0,-0.100264,-0.252809,-0.134807
33.9,0.001706,-9.894706,0,0.998081,0,0,-0.061919,-0.168004,-0.096415
34,0.004073,-9.895058,0,0.999829,0,0,-0.018495,-0.064622,-0.07406
34.1,0.006098,-9.894692,0,0.999672,0,0,0.02563,0.046993,-0.069929
34.2,0.007568,-9.893647,0,0.997814,0,0,0.066087,0.155868,-0.084452
34.3,0.00834,-9.892166,0,0.995091,0,0,0.098964,0.251497,-0.116285
34.4,0.008358,-9.890599,0,0.992636,0,0,0.121135,0.324707,-0.162423
34.5,0.007641,-9.889274,0,0.99145,0,0,0.130491,0.368383,-0.218391
34.6,0.006262,-9.888382,0,0.992018,0,0,0.126099,0.378108,-0.278659
34.7,0.004348,-9.887926,0,0.994113,0,0,0.108352,0.352764,-0.337209
34.8,0.002077,-9.887717,0,0.996876,0,0,0.078988,0.294766,-0.38818
34.9,-0.00033,-9.88747,0,0.999162,0,0,0.040924,0.209866,-0.426542
35,-0.002631,-9.886931,0,0.999998,0,0,-0.002054,0.106554,-0.448624
35.1,-0.004585,-9.885985,0,0.998955,0,0,-0.045714,-0.004931,-0.452439
35.2,-0.005991,-9.884722,0,0.996309,0,0,-0.085838,-0.113741,-0.437783
35.3,-0.006715,-9.883399,0,0.992941,0,0,-0.118613,-0.20947,-0.406153
35.4,-0.006702,-9.882343,0,0.990021,0,0,-0.140924,-0.282983,-0.360569
35.5,-0.005966,-9.881837,0,0.988598,0,0,-0.150579,-0.327121,-0.305384
35.6,-0.004571,-9.882,0,0.989211,0,0,-0.146501,-0.337369,-0.245926
35.7,-0.002632,-9.882737,0,0.991653,0,0,-0.128939,-0.31249,-0.188009
35.8,-0.000322,-9.883744,0,0.995034,0,0,-0.099533,-0.254795,-0.137355
35.9,0.002141,-9.884611,0,0.998127,0,0,-0.061181,-0.169993,-0.098963
36,0.004511,-9.884962,0,0.999843,0,0,-0.017751,-0.066608,-0.076604
36.1,0.006537,-9.884596,0,0.999652,0,0,0.026381,0.045013,-0.072467
36.2,0.008005,-9.883548,0,0.997764,0,0,0.066841,0.153894,-0.086983
36.3,0.008774,-9.882062,0,0.995016,0,0,0.099719,0.249525,-0.118809
36.4,0.008788,-9.880487,0,0.992544,0,0,0.12189,0.322733,-0.164942
36.5,0.008068,-9.879153,0,0.99135,0,0,0.131246,0.366401,-0.220907
36.6,0.006686,-9.878251,0,0.991921,0,0,0.126855,0.376116,-0.281173
36.7,0.004771,-9.87778,0,0.99403,0,0,0.109112,0.350763,-0.339723
36.8,0.0025,-9.877556,0,0.996815,0,0,0.079755,0.292758,-0.390694
36.9,0.000092,-9.87729,0,0.99913,0,0,0.041699,0.207855,-0.429057
37,-0.00221,-9.876732,0,0.999999,0,0,-0.001272,0.104544,-0.451142
37.1,-0.004166,-9.875767,0,0.99899,0,0,-0.044927,-0.006937,-0.454962
37.2,-0.005574,-9.874484,0,0.996377,0,0,-0.085051,-0.115745,-0.440313
37.3,-0.006301,-9.873145,0,0.993034,0,0,-0.11783,-0.211477,-0.408693
37.4,-0.006289,-9.872075,0,0.990131,0,0,-0.140147,-0.284996,-0.36312
37.5,-0.005554,-9.871555,0,0.988715,0,0,-0.149808,-0.329146,-0.307947
37.6,-0.004156,-9.871709,0,0.989324,0,0,-0.145735,-0.339407,-0.2485
37.7,-0.002214,-9.872438,0,0.991752,0,0,-0.128175,-0.314541,-0.190592
37.8,0.0001,-9.873443,0,0.995111,0,0,-0.098766,-0.256855,-0.139942
37.9,0.002567,-9.874308,0,0.998174,0,0,-0.060409,-0.172055,-0.101551
38,0.00494,-9.874659,0,0.999856,0,0,-0.016971,-0.068667,-0.079187
38.1,0.006966,-9.874292,0,0.999631,0,0,0.027166,0.04296,-0.075043
38.2,0.008433,-9.873244,0,0.99771,0,0,0.067631,0.151847,-0.089551
38.3,0.009198,-9.871758,0,0.994936,0,0,0.10051,0.247481,-0.12137
38.4,0.009209,-9.870181,0,0.992446,0,0,0.122679,0.320686,-0.167498
38.5,0.008485,-9.868837,0,0.991245,0,0,0.132035,0.364347,-0.22346
38.6,0.007101,-9.867925,0,0.99182,0,0,0.127645,0.374052,-0.283725
38.7,0.005184,-9.86744,0,0.993942,0,0,0.109907,0.348689,-0.342274
38.8,0.002912,-9.867198,0,0.99675,0,0,0.080557,0.290677,-0.393245
38.9,0.000504,-9.866916,0,0.999096,0,0,0.042509,0.205772,-0.431609
39,-0.001799,-9.866339,0,1,0,0,-0.000455,0.102462,-0.453697
39.1,-0.003757,-9.865355,0,0.999027,0,0,-0.044106,-0.009016,-0.457522
39.2,-0.005169,-9.864057,0,0.996446,0,0,-0.08423,-0.117822,-0.442881
39.3,-0.005898,-9.8627,0,0.99313,0,0,-0.117013,-0.213555,-0.411271
39.4,-0.005889,-9.861617,0,0.990245,0,0,-0.139336,-0.287082,-0.36571
39.5,-0.005154,-9.861087,0,0.988836,0,0,-0.149005,-0.331244,-0.310549
39.6,-0.003754,-9.861232,0,0.989441,0,0,-0.144938,-0.341519,-0.251114
39.7,-0.001809,-9.861957,0,0.991854,0,0,-0.127379,-0.316666,-0.193214
39.8,0.00051,-9.862958,0,0.99519,0,0,-0.097967,-0.258989,-0.142569
39.9,0.002982,-9.863824,0,0.998222,0,0,-0.059605,-0.174192,-0.104177
40,0.005357,-9.864177,0,0.99987,0,0,-0.01616,-0.070801,-0.08181
40.1,0.007383,-9.863813,0,0.999609,0,0,0.027984,0.040833,-0.077659
40.2,0.008848,-9.862767,0,0.997655,0,0,0.068452,0.149726,-0.092159
40.3,0.00961,-9.861279,0,0.994853,0,0,0.101332,0.245362,-0.123971
40.4,0.009616,-9.859696,0,0.992345,0,0,0.1235,0.318565,-0.170094
40.5,0.008888,-9.858349,0,0.991136,0,0,0.132855,0.362218,-0.226052
40.6,0.007502,-9.857427,0,0.991714,0,0,0.128467,0.371914,-0.286315
40.7,0.005583,-9.856932,0,0.99385,0,0,0.110732,0.346541,-0.344863
40.8,0.003311,-9.856675,0,0.996682,0,0,0.08139,0.288521,-0.395834
40.9,0.000902,-9.856376,0,0.99906,0,0,0.04335,0.203614,-0.434199
41,-0.001403,-9.85578,0,1,0,0,0.000394,0.100306,-0.45629
41.1,-0.003363,-9.854777,0,0.999064,0,0,-0.043253,-0.011169,-0.46012
41.2,-0.004778,-9.85346,0,0.996518,0,0,-0.083377,-0.119973,-0.445487
41.3,-0.00551,-9.852088,0,0.99323,0,0,-0.116164,-0.215709,-0.413887
41.4,-0.005503,-9.85099,0,0.990363,0,0,-0.138495,-0.289244,-0.368339
41.5,-0.004768,-9.850448,0,0.988962,0,0,-0.148172,-0.333417,-0.313191
41.6,-0.003367,-9.850584,0,0.989562,0,0,-0.14411,-0.343708,-0.253767
41.7,-0.001418,-9.851304,0,0.99196,0,0,-0.126553,-0.318868,-0.195876
41.8,0.000905,-9.852304,0,0.995271,0,0,-0.097139,-0.2612,-0.145236
41.9,0.003381,-9.85317,0,0.998272,0,0,-0.058771,-0.176407,-0.106844
42,0.005758,-9.853527,0,0.999883,0,0,-0.015319,-0.073012,-0.084473
42.1,0.007785,-9.853166,0,0.999584,0,0,0.028831,0.038629,-0.080315
42.2,0.009248,-9.852119,0,0.997596,0,0,0.069303,0.147528,-0.094808
42.3,0.010007,-9.85063,0,0.994766,0,0,0.102183,0.243167,-0.126612
42.4,0.010008,-9.849046,0,0.992238,0,0,0.124351,0.316367,-0.172729
42.5,0.009277,-9.847691,0,0.991021,0,0,0.133705,0.360013,-0.228683
42.6,0.007887,-9.84676,0,0.991603,0,0,0.129318,0.369698,-0.288944
42.7,0.005967,-9.846251,0,0.993755,0,0,0.111587,0.344315,-0.347491
42.8,0.003694,-9.84598,0,0.996612,0,0,0.082252,0.286289,-0.398462
42.9,0.001284,-9.845663,0,0.999022,0,0,0.044221,0.201379,-0.436828
43,-0.001023,-9.845049,0,0.999999,0,0,0.001272,0.098072,-0.458922
43.1,-0.002986,-9.844029,0,0.999102,0,0,-0.042371,-0.013399,-0.462757
43.2,-0.004404,-9.842695,0,0.996592,0,0,-0.082495,-0.122201,-0.448132
43.3,-0.00514,-9.841309,0,0.993332,0,0,-0.115287,-0.217939,-0.416543
43.4,-0.005135,-9.840199,0,0.990484,0,0,-0.137626,-0.291482,-0.371007
43.5,-0.004401,-9.839647,0,0.98909,0,0,-0.14731,-0.335668,-0.315872
43.6,-0.002998,-9.839779,0,0.989686,0,0,-0.143254,-0.345973,-0.25646
43.7,-0.001046,-9.840496,0,0.992068,0,0,-0.1257,-0.321148,-0.198578
43.8,0.001282,-9.841496,0,0.995354,0,0,-0.096284,-0.26349,-0.147943
43.9,0.003762,-9.842368,0,0.998322,0,0,-0.05791,-0.1787,-0.109553
44,0.006143,-9.842728,0,0.999896,0,0,-0.014452,-0.075302,-0.087177
44.1,0.00817,-9.84237,0,0.999559,0,0,0.029705,0.036346,-0.083012
44.2,0.009631,-9.841326,0,0.997534,0,0,0.07018,0.145253,-0.097496
44.3,0.010386,-9.839837,0,0.994675,0,0,0.103061,0.240895,-0.129293
44.4,0.010383,-9.83825,0,0.992128,0,0,0.125228,0.314092,-0.175404
44.5,0.009647,-9.836892,0,0.990903,0,0,0.134581,0.357731,-0.231354
44.6,0.008254,-9.835953,0,0.991489,0,0,0.130195,0.367405,-0.291612
44.7,0.006332,-9.835432,0,0.993655,0,0,0.112469,0.342012,-0.350158
44.8,0.004058,-9.835147,0,0.996538,0,0,0.083141,0.283978,-0.401129
44.9,0.001646,-9.834814,0,0.998982,0,0,0.045118,0.199066,-0.439496
45,-0.000662,-9.834182,0,0.999998,0,0,0.002177,0.095761,-0.461592
45.1,-0.002628,-9.833145,0,0.99914,0,0,-0.041462,-0.015706,-0.465433
45.2,-0.00405,-9.831796,0,0.996666,0,0,-0.081586,-0.124507,-0.450817
45.3,-0.00479,-9.830395,0,0.993437,0,0,-0.114384,-0.220247,-0.419238
45.4,-0.004788,-9.829271,0,0.990608,0,0,-0.13673,-0.293798,-0.373716
45.5,-0.004054,-9.82871,0,0.989222,0,0,-0.146424,-0.337998,-0.318594
45.6,-0.00265,-9.828835,0,0.989813,0,0,-0.142374,-0.348319,-0.259194
45.7,-0.000693,-9.829551,0,0.992179,0,0,-0.124822,-0.323508,-0.201322
45.8,0.001639,-9.830551,0,0.995439,0,0,-0.095404,-0.265861,-0.150692
45.9,0.004124,-9.831423,0,0.998373,0,0,-0.057025,-0.181073,-0.112302
46,0.006507,-9.831788,0,0.999908,0,0,-0.013559,-0.077672,-0.089922
46.1,0.008535,-9.831436,0,0.999532,0,0,0.030603,0.033983,-0.08575
46.2,0.009994,-9.8304,0,0.997471,0,0,0.071082,0.142897,-0.100226
46.3,0.010745,-9.828914,0,0.994581,0,0,0.103964,0.238542,-0.132015
46.4,0.010737,-9.827327,0,0.992014,0,0,0.126129,0.311737,-0.178119
46.5,0.009997,-9.825964,0,0.99078,0,0,0.135481,0.355368,-0.234065
46.6,0.008601,-9.825017,0,0.99137,0,0,0.131096,0.365031,-0.294321
46.7,0.006677,-9.824487,0,0.993552,0,0,0.113375,0.339628,-0.352865
46.8,0.004401,-9.824186,0,0.996461,0,0,0.084054,0.281587,-0.403836
46.9,0.001988,-9.823839,0,0.99894,0,0,0.04604,0.196672,-0.442204
47,-0.000323,-9.823192,0,0.999995,0,0,0.003107,0.093369,-0.464303
47.1,-0.002292,-9.822138,0,0.999178,0,0,-0.040528,-0.018095,-0.468149
47.2,-0.003718,-9.820773,0,0.996742,0,0,-0.080653,-0.126893,-0.453541
47.3,-0.004462,-9.819356,0,0.993543,0,0,-0.113456,-0.222636,-0.421974
47.4,-0.004462,-9.81822,0,0.990735,0,0,-0.135811,-0.296195,-0.376465
47.5,-0.00373,-9.81765,0,0.989356,0,0,-0.145513,-0.340409,-0.321357
47.6,-0.002324,-9.81777,0,0.989943,0,0,-0.141471,-0.350746,-0.26197
47.7,-0.000363,-9.818484,0,0.992292,0,0,-0.123921,-0.325951,-0.204107
47.8,0.001974,-9.819486,0,0.995525,0,0,-0.094502,-0.268314,-0.153483
47.9,0.004464,-9.820361,0,0.998424,0,0,-0.056117,-0.18353,-0.115094
48,0.00685,-9.82073,0,0.99992,0,0,-0.012644,-0.080126,-0.09271
48.1,0.008878,-9.820383,0,0.999503,0,0,0.031524,0.031537,-0.088531
48.2,0.010335,-9.819348,0,0.997404,0,0,0.072007,0.140458,-0.102997
48.3,0.011081,-9.817867,0,0.994484,0,0,0.104889,0.236106,-0.134778
48.4,0.011069,-9.81628,0,0.991896,0,0,0.127053,0.309299,-0.180876
48.5,0.010324,-9.814915,0,0.990653,0,0,0.136404,0.352922,-0.236818
48.6,0.008924,-9.813963,0,0.991247,0,0,0.13202,0.362575,-0.29707
48.7,0.006998,-9.813421,0,0.993446,0,0,0.114304,0.337161,-0.355613
48.8,0.00472,-9.813109,0,0.996382,0,0,0.08499,0.279112,-0.406583
48.9,0.002306,-9.812746,0,0.998896,0,0,0.046985,0.194195,-0.444951
49,-0.000007,-9.812081,0,0.999992,0,0,0.00406,0.090894,-0.467053
49.1,-0.00198,-9.811009,0,0.999217,0,0,-0.03957,-0.020566,-0.470905
49.2,-0.00341,-9.809627,0,0.996819,0,0,-0.079697,-0.129362,-0.456306
49.3,-0.004158,-9.808198,0,0.993651,0,0,-0.112505,-0.225108,-0.424751
49.4,-0.004162,-9.807053,0,0.990863,0,0,-0.134869,-0.298676,-0.379255
49.5,-0.00343,-9.806474,0,0.989493,0,0,-0.144581,-0.342903,-0.324161
49.6,-0.002022,-9.806587,0,0.990074,0,0,-0.140545,-0.353258,-0.264787
49.7,-0.000058,-9.807297,0,0.992407,0,0,-0.122999,-0.328478,-0.206935
49.8,0.002284,-9.808301,0,0.995612,0,0,-0.093577,-0.270853,-0.156317
49.9,0.004779,-9.809182,0,0.998476,0,0,-0.055187,-0.186073,-0.117928
50,0.007168,-9.809558,0,0.999932,0,0,-0.011707,-0.082665,-0.095541
50.1,0.009197,-9.809217,0,0.999473,0,0,0.032468,0.029006,-0.091354
50.2,0.010651,-9.80819,0,0.997335,0,0,0.072954,0.137934,-0.105811
50.3,0.011394,-9.806711,0,0.994384,0,0,0.105837,0.233586,-0.137583
50.4,0.011377,-9.805127,0,0.991774,0,0,0.127999,0.306777,-0.183675
50.5,0.010627,-9.803759,0,0.990523,0,0,0.137349,0.350392,-0.239611
50.6,0.009223,-9.802799,0,0.991121,0,0,0.132967,0.360034,-0.299861
50.7,0.007294,-9.802248,0,0.993336,0,0,0.115255,0.334609,-0.358401
50.8,0.005015,-9.801925,0,0.9963,0,0,0.085949,0.276553,-0.409371
50.9,0.002599,-9.801545,0,0.99885,0,0,0.047953,0.191633,-0.44774
51,0.000283,-9.800864,0,0.999987,0,0,0.005035,0.088334,-0.469844
51.1,-0.001694,-9.799778,0,0.999255,0,0,-0.038591,-0.023121,-0.473702
51.2,-0.003128,-9.798382,0,0.996897,0,0,-0.078718,-0.131916,-0.459112
51.3,-0.00388,-9.796937,0,0.993761,0,0,-0.111532,-0.227664,-0.427569
51.4,-0.003888,-9.795781,0,0.990994,0,0,-0.133906,-0.301242,-0.382087
51.5,-0.003157,-9.795194,0,0.989632,0,0,-0.143627,-0.345484,-0.327009
51.6,-0.001747,-9.795303,0,0.990208,0,0,-0.139599,-0.355856,-0.267648
51.7,0.000221,-9.796014,0,0.992523,0,0,-0.122056,-0.331093,-0.209806
51.8,0.002569,-9.79702,0,0.9957,0,0,-0.092633,-0.273479,-0.159194
51.9,0.005068,-9.797906,0,0.998528,0,0,-0.054237,-0.188704,-0.120807
52,0.007461,-9.79829,0,0.999942,0,0,-0.010751,-0.085292,-0.098415
52.1,0.00949,-9.797957,0,0.999441,0,0,0.03343,0.026386,-0.09422
52.2,0.010942,-9.796937,0,0.997264,0,0,0.07392,0.135323,-0.108669
52.3,0.011681,-9.795463,0,0.99428,0,0,0.106804,0.230979,-0.140432
52.4,0.011658,-9.793879,0,0.991649,0,0,0.128965,0.304167,-0.186516
52.5,0.010903,-9.792508,0,0.990389,0,0,0.138313,0.347775,-0.242448
52.6,0.009496,-9.791545,0,0.990991,0,0,0.133932,0.357406,-0.302694
52.7,0.007564,-9.790986,0,0.993223,0,0,0.116225,0.331969,-0.361232
52.8,0.005283,-9.790648,0,0.996215,0,0,0.086927,0.273906,-0.4122
52.9,0.002865,-9.790256,0,0.998802,0,0,0.04894,0.188984,-0.45057
53,0.000546,-9.789557,0,0.999982,0,0,0.006031,0.085687,-0.472678
53.1,-0.001435,-9.788454,0,0.999293,0,0,-0.037591,-0.025764,-0.476541
53.2,-0.002874,-9.787042,0,0.996975,0,0,-0.077719,-0.134556,-0.46196
53.3,-0.003631,-9.785583,0,0.993872,0,0,-0.11054,-0.230308,-0.43043
53.4,-0.003642,-9.784416,0,0.991126,0,0,-0.132923,-0.303895,-0.384963
53.5,-0.002912,-9.783822,0,0.989773,0,0,-0.142655,-0.348152,-0.329899
53.6,-0.001501,-9.783926,0,0.990344,0,0,-0.138635,-0.358543,-0.270553
53.7,0.000471,-9.784636,0,0.992641,0,0,-0.121095,-0.333797,-0.212722
53.8,0.002825,-9.785647,0,0.995789,0,0,-0.091671,-0.276195,-0.162116
53.9,0.005329,-9.786542,0,0.99858,0,0,-0.05327,-0.191424,-0.123729
54,0.007725,-9.786932,0,0.999952,0,0,-0.009776,-0.088009,-0.101334
54.1,0.009755,-9.786609,0,0.999408,0,0,0.034411,0.023678,-0.097131
54.2,0.011206,-9.785594,0,0.997191,0,0,0.074905,0.132623,-0.11157
54.3,0.01194,-9.784123,0,0.994174,0,0,0.107789,0.228283,-0.143324
54.4,0.011912,-9.782541,0,0.991521,0,0,0.129949,0.301469,-0.189401
54.5,0.011152,-9.78117,0,0.990251,0,0,0.139296,0.345069,-0.245327
54.6,0.009741,-9.780201,0,0.990857,0,0,0.134916,0.354688,-0.305569
54.7,0.007806,-9.779634,0,0.993107,0,0,0.117213,0.329241,-0.364106
54.8,0.005522,-9.779286,0,0.996127,0,0,0.087924,0.27117,-0.415073
54.9,0.003102,-9.778877,0,0.998752,0,0,0.049947,0.186245,-0.453443
55,0.00078,-9.778165,0,0.999975,0,0,0.007045,0.082951,-0.475553
55.1,-0.001205,-9.777045,0,0.999331,0,0,-0.036572,-0.028496,-0.479423
55.2,-0.00265,-9.775618,0,0.997054,0,0,-0.076702,-0.137286,-0.464851
55.3,-0.003412,-9.774148,0,0.993984,0,0,-0.109529,-0.233041,-0.433334
55.4,-0.003426,-9.772969,0,0.99126,0,0,-0.131922,-0.306638,-0.387882
55.5,-0.002697,-9.772367,0,0.989915,0,0,-0.141664,-0.350911,-0.332834
55.6,-0.001285,-9.772468,0,0.990481,0,0,-0.137652,-0.361321,-0.273502
55.7,0.000692,-9.773177,0,0.99276,0,0,-0.120117,-0.336593,-0.215682
55.8,0.003051,-9.774192,0,0.995879,0,0,-0.090691,-0.279003,-0.165083
55.9,0.005561,-9.775091,0,0.998632,0,0,-0.052285,-0.194237,-0.126698
56,0.007961,-9.775491,0,0.999962,0,0,-0.008784,-0.090818,-0.104298
56.1,0.009991,-9.775177,0,0.999373,0,0,0.03541,0.020877,-0.100088
56.2,0.01144,-9.774171,0,0.997115,0,0,0.075907,0.12983,-0.114517
56.3,0.012169,-9.77271,0,0.994065,0,0,0.108792,0.225495,-0.146261
56.4,0.012136,-9.771134,0,0.991389,0,0,0.13095,0.29868,-0.19233
56.5,0.011371,-9.769763,0,0.99011,0,0,0.140296,0.342271,-0.248251
56.6,0.009955,-9.768789,0,0.99072,0,0,0.135918,0.351879,-0.308489
56.7,0.008018,-9.768215,0,0.992988,0,0,0.11822,0.32642,-0.367023
56.8,0.005732,-9.767855,0,0.996037,0,0,0.088939,0.268341,-0.417988
56.9,0.003308,-9.767434,0,0.9987,0,0,0.050971,0.183414,-0.456359
57,0.000983,-9.766705,0,0.999967,0,0,0.008078,0.080123,-0.478472
57.1,-0.001007,-9.765569,0,0.999368,0,0,-0.035535,-0.03132,-0.482348
57.2,-0.002457,-9.764127,0,0.997133,0,0,-0.075666,-0.140107,-0.467786
57.3,-0.003224,-9.762641,0,0.994097,0,0,-0.1085,-0.235866,-0.436282
57.4,-0.003242,-9.761451,0,0.991395,0,0,-0.130903,-0.309473,-0.390845
57.5,-0.002514,-9.76084,0,0.990058,0,0,-0.140657,-0.353763,-0.335813
57.6,-0.0011,-9.760938,0,0.990619,0,0,-0.136653,-0.364192,-0.276496
57.7,0.000881,-9.761648,0,0.99288,0,0,-0.119122,-0.339483,-0.218688
57.8,0.003246,-9.762666,0,0.995969,0,0,-0.089695,-0.281906,-0.168096
57.9,0.005761,-9.763573,0,0.998684,0,0,-0.051284,-0.197144,-0.129712
58,0.008165,-9.763982,0,0.99997,0,0,-0.007776,-0.093723,-0.107309
58.1,0.010197,-9.763678,0,0.999337,0,0,0.036425,0.017981,-0.103091
58.2,0.011643,-9.762681,0,0.997037,0,0,0.076926,0.126944,-0.11751
58.3,0.012368,-9.761226,0,0.993953,0,0,0.109811,0.222614,-0.149244
58.4,0.01233,-9.759652,0,0.991254,0,0,0.131968,0.295796,-0.195304
58.5,0.011559,-9.758282,0,0.989965,0,0,0.141313,0.339379,-0.251219
58.6,0.010139,-9.757304,0,0.99058,0,0,0.136935,0.348975,-0.311453
58.7,0.008198,-9.756721,0,0.992865,0,0,0.119243,0.323505,-0.369984
58.8,0.005909,-9.756348,0,0.995945,0,0,0.08997,0.265419,-0.420948
58.9,0.003483,-9.75591,0,0.998647,0,0,0.052013,0.18049,-0.459319
59,0.001154,-9.755164,0,0.999958,0,0,0.009128,0.077201,-0.481435
59.1,-0.000841,-9.754012,0,0.999405,0,0,-0.034481,-0.034237,-0.485317
59.2,-0.002296,-9.752554,0,0.997213,0,0,-0.074613,-0.143022,-0.470765
59.3,-0.003069,-9.751056,0,0.99421,0,0,-0.107455,-0.238784,-0.439275
59.4,-0.003091,-9.749855,0,0.991531,0,0,-0.129869,-0.312403,-0.393854
59.5,-0.002364,-9.749237,0,0.990203,0,0,-0.139634,-0.35671,-0.338839
59.6,-0.000948,-9.749332,0,0.990758,0,0,-0.13564,-0.36716,-0.279537
59.7,0.001037,-9.750044,0,0.993,0,0,-0.118113,-0.342469,-0.221741
59.8,0.003408,-9.751067,0,0.99606,0,0,-0.088686,-0.284907,-0.171156
59.9,0.005929,-9.751982,0,0.998736,0,0,-0.05027,-0.20015,-0.132774
60,0.008337,-9.752401,0,0.999977,0,0,-0.006754,-0.096725,-0.110367
