arm r36-s2 | run 2026-09-11-072004-55a61291 | box 20 x 5 m, 60 m deep, 4 patch(es)
columns of 1 m: 100 | lineage.jsonl: 18696 births, 72 clades

        t      n      cols    x sd    z sd     nn h    nn 3d   leaf   leaf y   stom   stom y   mixo   mixo y    jnt    jnt y  plain  plain y  clade 1m  jointed  joint y  rigid y
    100.0     40    32/100    5.08    1.79     0.63     2.12     30   -11.21      6   -26.22      0        -      3    -2.95      1   -24.72         2       18   -15.39   -11.37
    200.0     52    41/100    5.54    2.37     0.70     1.75     47    -6.99      3   -13.91      0        -      2    -7.84      0        -         0       18    -8.62    -6.79
    300.0     74    48/100    5.32    1.85     0.57     1.50     69    -6.80      4   -12.99      0        -      1    -8.76      0        -         4       30    -5.96    -7.97
    400.0    101    59/100    6.60    1.63     0.41     1.28     96    -8.53      4   -14.28      0        -      1    -8.60      0        -        10       44    -8.48    -8.97
    500.0    125    70/100    7.82    1.98     0.40     1.44    120    -9.60      4   -12.86      0        -      1    -2.69      0        -        10       55    -9.14   -10.06
    600.0    156    79/100    6.34    1.89     0.38     1.28    151   -10.59      4   -13.74      0        -      1    -4.94      0        -        13       70   -10.22   -10.97
    700.0    175    82/100    6.43    2.04     0.33     1.28    169   -11.06      4   -13.70      0        -      1    -4.53      1    -1.05        28       80   -10.52   -11.45
    800.0    200    90/100    6.15    2.05     0.34     1.28    194   -11.37      4   -14.42      0        -      1    -9.52      1    -2.89        18       95   -11.17   -11.57
    900.0    219    89/100    6.89    1.88     0.28     1.13    213   -11.65      4   -14.95      0        -      1   -13.09      1    -1.89        35      110   -12.35   -10.98
   1000.0    237    88/100    6.56    1.78     0.30     1.16    231   -11.32      4   -15.07      0        -      1   -18.55      1    -1.54        35      119   -11.94   -10.81
   1100.0    264    92/100    6.27    1.77     0.28     1.02    256   -11.65      5   -14.98      0        -      2   -10.02      1    -6.47        73      127   -12.05   -11.33
   1200.0    288    91/100    5.95    1.96     0.27     1.05    281   -11.64      5   -10.79      0        -      1    -0.61      1    -8.75        77      125   -11.49   -11.65
   1300.0    305    95/100    6.70    1.99     0.26     0.95    298   -11.93      5    -8.34      0        -      1    -4.86      1    -5.90        97      132   -12.06   -11.65
   1400.0    309    96/100    7.51    1.97     0.27     1.07    302   -11.62      5    -9.63      0        -      1    -4.98      1    -9.05        85      136   -11.95   -11.25
   1500.0    338    94/100    6.58    2.01     0.22     0.97    329   -11.88      7   -13.86      0        -      1    -4.68      1    -6.46       110      159   -12.71   -11.15
   1600.0    376    94/100    6.47    2.16     0.21     0.97    364   -12.60      9   -18.75      0        -      2   -11.52      1    -0.79       133      173   -13.74   -11.83
   1700.0    402    99/100    8.53    1.99     0.23     0.97    389   -12.99     12   -22.42      0        -      1    -7.47      0        -       146      165   -13.82   -12.86
   1800.0    416    97/100    8.08    2.41     0.23     0.94    400   -12.47     14   -24.07      0        -      2   -16.63      0        -       150      163   -12.96   -12.82
   1900.0    440   100/100    7.52    2.06     0.22     0.97    421   -12.51     18   -24.26      0        -      1    -3.83      0        -       158      167   -12.88   -13.02
   2000.0    464   100/100    6.90    2.19     0.23     0.93    442   -13.07     20   -23.88      0        -      1    -1.50      1   -19.04       180      163   -13.16   -13.73
   2100.0    504    98/100    6.86    2.35     0.21     0.97    482   -13.51     21   -23.23      0        -      1    -2.23      0        -       198      168   -13.62   -14.03
   2200.0    529   100/100    6.99    2.07     0.21     0.90    507   -13.56     21   -23.18      0        -      1    -4.50      0        -       235      158   -13.03   -14.30
   2300.0    564    98/100    7.42    1.81     0.19     0.89    540   -13.85     23   -23.95      0        -      1    -0.45      0        -       254      156   -13.37   -14.57
   2400.0    590   100/100    8.71    1.88     0.19     0.83    563   -14.16     26   -25.70      0        -      1    -0.16      0        -       271      149   -13.21   -15.12
   2500.0    620    99/100    6.22    1.93     0.18     0.84    593   -14.48     26   -26.30      0        -      1    -3.19      0        -       323      151   -13.45   -15.44
   2600.0    647   100/100    6.22    2.25     0.18     0.82    620   -14.49     26   -25.80      0        -      1    -8.81      0        -       337      148   -12.59   -15.63
   2700.0    669   100/100    6.81    2.04     0.18     0.84    642   -14.69     26   -25.74      0        -      1    -2.47      0        -       353      147   -12.89   -15.73
   2800.0    695   100/100    7.43    1.92     0.18     0.80    667   -15.09     27   -25.65      0        -      1    -2.38      0        -       371      147   -13.76   -15.94
   2900.0    697   100/100    8.65    2.32     0.19     0.82    671   -14.89     25   -24.11      0        -      1    -6.99      0        -       387      148   -14.12   -15.50
   3000.0    724   100/100    8.48    2.22     0.18     0.81    699   -15.09     24   -23.50      0        -      1   -11.63      0        -       426      148   -14.30   -15.64
   3100.0    750    99/100    7.60    2.38     0.16     0.84    726   -15.50     23   -22.44      0        -      1   -11.83      0        -       433      155   -14.96   -15.90
   3200.0    754    99/100    7.03    2.44     0.16     0.78    726   -15.34     27   -24.80      0        -      1   -13.12      0        -       442      146   -14.59   -15.94
   3300.0    785   100/100    6.67    1.95     0.16     0.78    749   -15.63     34   -28.07      0        -      1   -20.62      1   -18.55       468      143   -14.47   -16.56
   3400.0    804   100/100    6.63    1.61     0.16     0.74    766   -15.87     35   -28.97      0        -      3   -25.74      0        -       490      138   -14.98   -16.78
   3500.0    814    98/100    7.98    1.74     0.16     0.75    770   -15.57     42   -28.76      0        -      1   -24.61      1   -34.38       498      130   -14.53   -16.62
   3600.0    825   100/100    9.74    2.28     0.16     0.75    775   -15.06     49   -29.48      0        -      1   -27.38      0        -       483      129   -14.19   -16.25
   3700.0    841   100/100    8.31    1.99     0.16     0.79    789   -14.90     51   -29.07      0        -      1   -31.05      0        -       497      123   -13.81   -16.12
   3800.0    874   100/100    6.72    1.88     0.16     0.74    821   -15.46     52   -29.07      0        -      1   -34.07      0        -       544      127   -14.57   -16.58
   3900.0    890   100/100    6.52    2.17     0.15     0.76    833   -15.56     57   -30.51      0        -      0        -      0        -       531      122   -14.67   -16.82
   4000.0    928   100/100    7.88    2.13     0.14     0.75    864   -16.02     64   -32.49      0        -      0        -      0        -       582      124   -15.69   -17.38
   4100.0    959   100/100    7.51    2.11     0.15     0.75    904   -16.49     55   -31.46      0        -      0        -      0        -       617      117   -15.46   -17.61
   4200.0    984   100/100    7.36    1.84     0.15     0.78    928   -16.69     56   -32.23      0        -      0        -      0        -       604      116   -15.75   -17.82
   4300.0   1022   100/100    7.67    2.03     0.14     0.74    966   -17.31     56   -34.00      0        -      0        -      0        -       648      116   -16.45   -18.45
   4400.0   1028   100/100    6.62    1.99     0.14     0.74    972   -17.16     56   -35.97      0        -      0        -      0        -       663      112   -15.78   -18.48
   4500.0   1028   100/100    7.54    1.90     0.14     0.77    969   -16.70     59   -35.76      0        -      0        -      0        -       641      112   -16.22   -17.99
   4600.0   1036   100/100    7.56    1.78     0.14     0.72    972   -16.39     63   -36.64      0        -      0        -      1   -49.51       661      120   -17.47   -17.68
   4700.0   1052   100/100    6.84    1.73     0.14     0.69    995   -16.50     57   -35.15      0        -      0        -      0        -       684      110   -16.84   -17.59
   4800.0   1075   100/100    6.07    1.98     0.14     0.69   1023   -16.67     52   -33.32      0        -      0        -      0        -       722      110   -16.96   -17.54
   4900.0   1088   100/100    6.52    2.32     0.13     0.70   1041   -16.88     46   -32.19      0        -      0        -      1   -26.52       740      112   -18.20   -17.46
   5000.0   1100   100/100    7.49    2.01     0.14     0.70   1047   -16.59     52   -33.37      0        -      0        -      1   -27.35       755      101   -17.02   -17.43
   5100.0   1112   100/100    7.11    2.03     0.13     0.67   1055   -16.34     57   -33.66      0        -      0        -      0        -       785       91   -16.63   -17.29
   5200.0   1119   100/100    7.35    2.17     0.13     0.65   1075   -16.41     44   -29.73      0        -      0        -      0        -       783       94   -16.25   -17.00
   5300.0   1142   100/100    8.00    2.16     0.14     0.62   1101   -16.62     40   -26.93      0        -      0        -      1   -24.32       824       82   -14.23   -17.20
   5400.0   1173   100/100    7.86    2.31     0.13     0.68   1122   -16.71     51   -27.43      0        -      0        -      0        -       848       84   -15.32   -17.32
   5500.0   1198   100/100    6.93    2.01     0.13     0.66   1154   -16.98     44   -24.96      0        -      0        -      0        -       862       81   -15.54   -17.40
   5600.0   1179   100/100    7.32    2.34     0.13     0.66   1138   -16.57     41   -24.31      0        -      0        -      0        -       868       81   -16.37   -16.87
   5700.0   1192   100/100    9.18    1.90     0.13     0.65   1147   -16.86     45   -24.15      0        -      0        -      0        -       847       93   -18.94   -16.98
   5800.0   1191   100/100    8.71    2.12     0.14     0.69   1144   -16.92     47   -24.85      0        -      0        -      0        -       828       90   -18.17   -17.15
   5900.0   1188   100/100    7.58    2.00     0.13     0.65   1145   -16.76     43   -24.21      0        -      0        -      0        -       848       85   -17.04   -17.03
   6000.0   1198   100/100    7.41    1.93     0.13     0.63   1160   -16.88     38   -22.27      0        -      0        -      0        -       878       81   -16.26   -17.10
   6100.0   1212   100/100    7.26    2.28    ~0.13    ~0.65   1173   -17.00     39   -21.85      0        -      0        -      0        -       888       70   -14.20   -17.33
   6200.0   1231   100/100    6.83    1.93    ~0.13    ~0.63   1191   -17.03     40   -22.10      0        -      0        -      0        -       909       65   -13.45   -17.40
   6300.0   1264   100/100    7.71    2.12    ~0.13    ~0.63   1217   -17.30     46   -24.61      0        -      0        -      1   -22.27       913       64   -13.82   -17.77
   6400.0   1288   100/100    7.75    2.28    ~0.12    ~0.62   1241   -17.78     47   -25.54      0        -      0        -      0        -       964       66   -15.45   -18.20
   6500.0   1292   100/100    7.90    2.24    ~0.13    ~0.64   1244   -18.04     48   -25.96      0        -      0        -      0        -       960       70   -17.62   -18.37
   6600.0   1299   100/100    8.02    2.20    ~0.12    ~0.66   1251   -17.98     48   -25.24      0        -      0        -      0        -       953       69   -17.05   -18.32
   6700.0   1299   100/100    7.40    2.07    ~0.13    ~0.66   1247   -17.92     52   -25.82      0        -      0        -      0        -       952       73   -17.56   -18.28
   6800.0   1315   100/100    7.02    2.04    ~0.12    ~0.64   1249   -17.87     66   -27.79      0        -      0        -      0        -       966       58   -14.38   -18.55
   6900.0   1318   100/100    7.00    1.94    ~0.12    ~0.65   1251   -17.79     67   -28.25      0        -      0        -      0        -       952       62   -15.35   -18.47
   7000.0   1321   100/100    7.43    2.36    ~0.12    ~0.65   1246   -17.82     75   -29.24      0        -      0        -      0        -       953       57   -14.74   -18.64
   7100.0   1324   100/100    8.60    2.19    ~0.13    ~0.64   1240   -17.84     84   -29.90      0        -      0        -      0        -       950       56   -14.77   -18.78
   7200.0   1348   100/100    7.82    1.85    ~0.12    ~0.62   1264   -17.96     84   -29.15      0        -      0        -      0        -       994       56   -14.52   -18.84
   7300.0   1368   100/100    8.07    1.94    ~0.12    ~0.59   1288   -18.53     80   -28.47      0        -      0        -      0        -      1020       54   -14.91   -19.29
   7400.0   1385   100/100    7.64    1.92    ~0.12    ~0.63   1307   -18.72     78   -28.67      0        -      0        -      0        -      1057       55   -15.74   -19.43
   7500.0   1399   100/100    8.50    1.69    ~0.12    ~0.60   1322   -18.72     77   -29.53      0        -      0        -      0        -      1071       52   -15.86   -19.45
   7600.0   1397   100/100    9.42    1.60    ~0.12    ~0.62   1314   -18.65     83   -30.00      0        -      0        -      0        -      1043       51   -15.36   -19.47
   7700.0   1398   100/100    7.59    1.74    ~0.12    ~0.61   1314   -18.30     84   -29.37      0        -      0        -      0        -      1042       49   -14.40   -19.13
   7800.0   1413   100/100    6.39    1.94    ~0.12    ~0.59   1329   -18.26     84   -29.09      0        -      0        -      0        -      1065       48   -14.73   -19.05
   7900.0   1424   100/100    6.10    2.04    ~0.12    ~0.63   1334   -18.17     90   -29.47      0        -      0        -      0        -      1045       48   -13.89   -19.05
