arm r36-s3 | run 2026-09-11-112526-55a61291 | box 20 x 5 m, 60 m deep, 4 patch(es)
columns of 1 m: 100 | lineage.jsonl: 23352 births, 74 clades

        t      n      cols    x sd    z sd     nn h    nn 3d   leaf   leaf y   stom   stom y   mixo   mixo y    jnt    jnt y  plain  plain y  clade 1m  jointed  joint y  rigid y
    100.0     43    35/100    5.88    1.42     0.86     2.17     35    -8.92      6   -11.18      0        -      2   -12.16      0        -         2       34    -8.68   -12.06
    200.0     72    50/100    8.33    1.40     0.54     1.56     67    -7.16      4    -7.22      0        -      1    -8.57      0        -         4       63    -6.69   -10.64
    300.0     87    59/100    7.59    1.67     0.55     1.24     82    -7.81      4    -6.78      0        -      1    -9.14      0        -        11       80    -7.38   -12.30
    400.0    107    64/100    7.34    1.85     0.37     1.39    103    -8.18      3    -9.56      0        -      1    -6.94      0        -        13       95    -7.87   -10.87
    500.0    123    67/100    6.27    1.67     0.42     1.26    118    -9.01      4    -9.39      0        -      1    -8.98      0        -         8      101    -8.49   -11.45
    600.0    141    80/100    6.17    1.57     0.39     1.23    133    -9.08      7    -9.21      0        -      1    -4.64      0        -        16      113    -8.59   -10.93
    700.0    153    79/100    6.82    2.13     0.38     1.23    143    -9.47      9    -9.15      0        -      1    -5.59      0        -        12      118    -8.84   -11.42
    800.0    181    84/100    7.56    1.90     0.35     1.17    170   -11.19     10   -10.12      0        -      1   -10.59      0        -        31      142   -11.21   -10.82
    900.0    190    83/100    7.66    1.75     0.36     1.15    179   -11.78     11    -9.18      0        -      0        -      0        -        21      143   -11.68   -11.47
   1000.0    193    81/100    8.19    1.94     0.36     1.23    182   -11.72     11    -9.15      0        -      0        -      0        -        20      143   -11.29   -12.37
   1100.0    201    86/100    6.47    2.00     0.28     1.22    190   -12.01     11    -9.10      0        -      0        -      0        -        21      150   -11.77   -12.07
   1200.0    210    77/100    6.50    1.49     0.29     1.23    195   -12.39     15   -11.81      0        -      0        -      0        -        27      157   -12.29   -12.52
   1300.0    213    88/100    6.37    1.79     0.32     1.20    191   -12.42     22   -15.93      0        -      0        -      0        -        24      156   -12.58   -13.34
   1400.0    229    90/100    8.30    1.96     0.32     1.28    199   -12.46     30   -20.40      0        -      0        -      0        -        24      158   -12.91   -14.82
   1500.0    258    90/100    7.82    1.89     0.28     1.19    226   -13.34     32   -21.50      0        -      0        -      0        -        44      155   -13.12   -16.20
   1600.0    272    92/100    6.12    2.33     0.27     1.12    241   -14.05     31   -21.00      0        -      0        -      0        -        42      150   -13.29   -16.74
   1700.0    286    87/100    5.92    2.04     0.28     1.19    248   -14.49     38   -23.47      0        -      0        -      0        -        46      148   -13.68   -17.84
   1800.0    284    89/100    6.41    1.64     0.25     1.21    237   -13.26     47   -25.71      0        -      0        -      0        -        54      154   -14.35   -16.48
   1900.0    297    96/100    7.07    2.43     0.26     1.17    239   -13.32     57   -26.23      1   -19.00      0        -      0        -        52      154   -14.82   -16.88
