t,x,y,z,qw,qx,qy,qz,q0,q1
31.7,-0.003494,-9.902601,0,0.991464,0,0,-0.130379,-0.308602,-0.182955
31.8,-0.001193,-9.903618,0,0.994889,0,0,-0.100978,-0.250891,-0.132292
31.9,0.001263,-9.90449,0,0.998036,0,0,-0.062639,-0.166084,-0.093901
32,0.003627,-9.904844,-0,0.999815,0,0,-0.019223,-0.062705,-0.071549
32.1,0.005652,-9.904482,-0,0.99969,0,0,0.024896,0.048904,-0.067425
32.2,0.007123,-9.90344,-0,0.997863,0,0,0.065348,0.157773,-0.081955
32.3,0.007898,-9.901964,-0,0.995164,0,0,0.098224,0.2534,-0.113795
32.4,0.00792,-9.900404,-0,0.992726,0,0,0.120395,0.326613,-0.159937
32.5,0.007206,-9.899089,-0,0.991546,0,0,0.129752,0.370296,-0.215908
32.6,0.005829,-9.898211,-0,0.992112,0,0,0.125358,0.380031,-0.276177
32.7,0.003915,-9.89777,-0,0.994194,0,0,0.107607,0.354697,-0.334728
32.8,0.001645,-9.89758,0,0.996935,0,0,0.078236,0.296705,-0.385698
32.9,-0.000763,-9.897353,0,0.999193,0,0,0.040164,0.211808,-0.424059
33,-0.003063,-9.896834,0,0.999996,0,0,-0.002821,0.108494,-0.446138
33.1,-0.005015,-9.895909,0,0.998919,0,0,-0.046485,-0.002993,-0.449949
33.2,-0.006419,-9.894666,0,0.996242,0,0,-0.086609,-0.111805,-0.435285
33.3,-0.00714,-9.893361,0,0.992849,0,0,-0.119381,-0.207533,-0.403645
33.4,-0.007126,-9.892323,0,0.989912,0,0,-0.141686,-0.281039,-0.35805
33.5,-0.00639,-9.891828,0,0.988483,0,0,-0.151334,-0.325166,-0.302853
33.6,-0.004996,-9.892001,0,0.989099,0,0,-0.147252,-0.335401,-0.243385
33.7,-0.003061,-9.892744,0,0.991555,0,0,-0.129689,-0.310509,-0.18546
33.8,-0.000756,-9.893756,0,0.994959,0,0,-0.100286,-0.252807,-0.134802
33.9,0.001704,-9.894624,0,0.99808,0,0,-0.06194,-0.168002,-0.09641
34,0.004071,-9.894976,-0,0.999829,0,0,-0.018517,-0.06462,-0.074054
34.1,0.006096,-9.894611,-0,0.999672,0,0,0.025607,0.046995,-0.069924
34.2,0.007566,-9.893565,-0,0.997815,0,0,0.066064,0.15587,-0.084447
34.3,0.008339,-9.892084,-0,0.995093,0,0,0.098941,0.251499,-0.11628
34.4,0.008356,-9.890517,-0,0.992639,0,0,0.121112,0.32471,-0.162418
34.5,0.007639,-9.889191,-0,0.991452,0,0,0.130468,0.368385,-0.218386
34.6,0.00626,-9.888301,-0,0.992021,0,0,0.126076,0.37811,-0.278654
34.7,0.004346,-9.887844,-0,0.994115,0,0,0.108329,0.352767,-0.337204
34.8,0.002076,-9.887635,0,0.996877,0,0,0.078965,0.294768,-0.388175
34.9,-0.000332,-9.887389,0,0.999163,0,0,0.040901,0.209868,-0.426537
35,-0.002633,-9.886849,0,0.999998,0,0,-0.002077,0.106556,-0.448619
35.1,-0.004587,-9.885903,0,0.998954,0,0,-0.045737,-0.004928,-0.452434
35.2,-0.005993,-9.884641,0,0.996307,0,0,-0.08586,-0.113739,-0.437778
35.3,-0.006717,-9.883318,0,0.992938,0,0,-0.118635,-0.209468,-0.406148
35.4,-0.006704,-9.882263,0,0.990017,0,0,-0.140946,-0.282981,-0.360564
35.5,-0.005968,-9.881756,0,0.988595,0,0,-0.150601,-0.327119,-0.305378
35.6,-0.004572,-9.881918,0,0.989207,0,0,-0.146523,-0.337367,-0.245921
35.7,-0.002634,-9.882655,0,0.99165,0,0,-0.128961,-0.312487,-0.188004
35.8,-0.000324,-9.883662,0,0.995032,0,0,-0.099555,-0.254793,-0.13735
35.9,0.00214,-9.884528,0,0.998125,0,0,-0.061204,-0.169991,-0.098958
36,0.004509,-9.884879,-0,0.999842,0,0,-0.017774,-0.066606,-0.076598
36.1,0.006535,-9.884513,-0,0.999653,0,0,0.026357,0.045016,-0.072461
36.2,0.008003,-9.883465,-0,0.997765,0,0,0.066818,0.153896,-0.086977
36.3,0.008773,-9.88198,-0,0.995018,0,0,0.099695,0.249527,-0.118803
36.4,0.008787,-9.880407,-0,0.992547,0,0,0.121865,0.322735,-0.164936
36.5,0.008066,-9.879072,-0,0.991353,0,0,0.131222,0.366403,-0.220901
36.6,0.006685,-9.87817,-0,0.991924,0,0,0.126831,0.376119,-0.281168
36.7,0.00477,-9.877698,-0,0.994032,0,0,0.109088,0.350766,-0.339717
36.8,0.002499,-9.877472,0,0.996816,0,0,0.079731,0.292761,-0.390689
36.9,0.000091,-9.877207,0,0.999131,0,0,0.041675,0.207858,-0.429051
37,-0.002211,-9.876647,0,0.999999,0,0,-0.001296,0.104547,-0.451136
37.1,-0.004167,-9.875682,0,0.998989,0,0,-0.044951,-0.006934,-0.454957
37.2,-0.005575,-9.874401,0,0.996375,0,0,-0.085075,-0.115743,-0.440308
37.3,-0.006302,-9.873061,0,0.993031,0,0,-0.117853,-0.211474,-0.408687
37.4,-0.006291,-9.871991,0,0.990127,0,0,-0.14017,-0.284994,-0.363115
37.5,-0.005555,-9.871472,0,0.988711,0,0,-0.149832,-0.329143,-0.307942
37.6,-0.004157,-9.871625,0,0.98932,0,0,-0.145759,-0.339405,-0.248495
37.7,-0.002215,-9.872355,0,0.991749,0,0,-0.128199,-0.314538,-0.190586
37.8,0.000098,-9.873359,0,0.995108,0,0,-0.09879,-0.256852,-0.139936
37.9,0.002566,-9.874224,0,0.998172,0,0,-0.060433,-0.172053,-0.101545
38,0.004938,-9.874575,-0,0.999856,0,0,-0.016996,-0.068665,-0.079181
38.1,0.006965,-9.87421,-0,0.999632,0,0,0.027141,0.042963,-0.075037
38.2,0.008431,-9.873161,-0,0.997712,0,0,0.067606,0.15185,-0.089546
38.3,0.009197,-9.871674,-0,0.994939,0,0,0.100484,0.247483,-0.121365
38.4,0.009207,-9.870096,-0,0.99245,0,0,0.122654,0.320688,-0.167493
38.5,0.008483,-9.868753,-0,0.991248,0,0,0.132009,0.36435,-0.223454
38.6,0.0071,-9.86784,-0,0.991823,0,0,0.12762,0.374055,-0.283719
38.7,0.005183,-9.867355,-0,0.993945,0,0,0.109881,0.348692,-0.342268
38.8,0.002911,-9.867113,0,0.996752,0,0,0.080531,0.29068,-0.393239
38.9,0.000503,-9.86683,0,0.999097,0,0,0.042483,0.205775,-0.431603
39,-0.0018,-9.866251,0,1,0,0,-0.00048,0.102465,-0.453691
39.1,-0.003758,-9.865267,0,0.999026,0,0,-0.044131,-0.009013,-0.457516
39.2,-0.00517,-9.863968,0,0.996444,0,0,-0.084255,-0.117819,-0.442875
39.3,-0.005899,-9.862611,0,0.993127,0,0,-0.117037,-0.213553,-0.411265
39.4,-0.00589,-9.861528,0,0.990242,0,0,-0.139361,-0.28708,-0.365704
39.5,-0.005154,-9.860996,0,0.988833,0,0,-0.14903,-0.331241,-0.310543
39.6,-0.003755,-9.861142,0,0.989437,0,0,-0.144962,-0.341517,-0.251108
39.7,-0.00181,-9.861867,0,0.991851,0,0,-0.127404,-0.316663,-0.193208
39.8,0.000509,-9.862868,0,0.995187,0,0,-0.097993,-0.258986,-0.142563
39.9,0.00298,-9.863734,0,0.998221,0,0,-0.05963,-0.174189,-0.104171
40,0.005355,-9.864086,-0,0.999869,0,0,-0.016186,-0.070798,-0.081804
40.1,0.007382,-9.863722,-0,0.999609,0,0,0.027958,0.040836,-0.077653
40.2,0.008847,-9.862675,-0,0.997656,0,0,0.068426,0.149729,-0.092153
40.3,0.009609,-9.861186,-0,0.994855,0,0,0.101305,0.245365,-0.123965
40.4,0.009615,-9.859604,-0,0.992348,0,0,0.123474,0.318568,-0.170088
40.5,0.008888,-9.858255,-0,0.991139,0,0,0.132829,0.362221,-0.226046
40.6,0.007501,-9.857332,-0,0.991717,0,0,0.12844,0.371917,-0.286309
40.7,0.005583,-9.856834,-0,0.993853,0,0,0.110706,0.346544,-0.344857
40.8,0.00331,-9.856577,0,0.996685,0,0,0.081363,0.288525,-0.395828
40.9,0.000901,-9.856277,0,0.999061,0,0,0.043323,0.203617,-0.434193
41,-0.001403,-9.85568,0,1,0,0,0.000367,0.100309,-0.456283
41.1,-0.003364,-9.854677,0,0.999063,0,0,-0.04328,-0.011166,-0.460114
41.2,-0.004778,-9.853361,0,0.996516,0,0,-0.083403,-0.11997,-0.445481
41.3,-0.005511,-9.851988,0,0.993227,0,0,-0.11619,-0.215706,-0.413881
41.4,-0.005504,-9.850891,0,0.990359,0,0,-0.138521,-0.28924,-0.368332
41.5,-0.004769,-9.850349,0,0.988958,0,0,-0.148198,-0.333414,-0.313184
41.6,-0.003368,-9.850487,0,0.989558,0,0,-0.144136,-0.343704,-0.25376
41.7,-0.001419,-9.851208,0,0.991957,0,0,-0.126579,-0.318864,-0.195869
41.8,0.000904,-9.852208,0,0.995268,0,0,-0.097166,-0.261197,-0.145229
41.9,0.00338,-9.853075,0,0.99827,0,0,-0.058798,-0.176403,-0.106838
42,0.005758,-9.85343,-0,0.999882,0,0,-0.015346,-0.073009,-0.084466
42.1,0.007785,-9.853069,-0,0.999585,0,0,0.028803,0.038632,-0.080308
42.2,0.009247,-9.852023,-0,0.997598,0,0,0.069275,0.147532,-0.094801
42.3,0.010006,-9.850534,-0,0.994768,0,0,0.102155,0.243171,-0.126605
42.4,0.010008,-9.84895,-0,0.992242,0,0,0.124323,0.316371,-0.172722
42.5,0.009276,-9.847595,-0,0.991025,0,0,0.133677,0.360017,-0.228677
42.6,0.007887,-9.846663,-0,0.991607,0,0,0.129289,0.369702,-0.288937
42.7,0.005967,-9.846154,0,0.993758,0,0,0.111559,0.344319,-0.347484
42.8,0.003693,-9.845882,0,0.996614,0,0,0.082224,0.286293,-0.398455
42.9,0.001283,-9.845565,0,0.999023,0,0,0.044192,0.201382,-0.436821
43,-0.001023,-9.84495,0,0.999999,0,0,0.001244,0.098076,-0.458915
43.1,-0.002987,-9.84393,0,0.999101,0,0,-0.042399,-0.013395,-0.46275
43.2,-0.004404,-9.842597,0,0.996589,0,0,-0.082522,-0.122198,-0.448125
43.3,-0.00514,-9.841209,0,0.993329,0,0,-0.115315,-0.217935,-0.416536
43.4,-0.005136,-9.840099,0,0.990481,0,0,-0.137653,-0.291478,-0.371
43.5,-0.004401,-9.839547,0,0.989086,0,0,-0.147338,-0.335664,-0.315865
43.6,-0.002999,-9.839678,0,0.989682,0,0,-0.143282,-0.34597,-0.256453
43.7,-0.001046,-9.840396,0,0.992065,0,0,-0.125727,-0.321144,-0.198571
43.8,0.001282,-9.841396,0,0.995351,0,0,-0.096311,-0.263486,-0.147936
43.9,0.003762,-9.842265,0,0.99832,0,0,-0.057938,-0.178696,-0.109545
44,0.006142,-9.842624,-0,0.999895,0,0,-0.01448,-0.075298,-0.087169
44.1,0.00817,-9.842266,-0,0.99956,0,0,0.029676,0.03635,-0.083005
44.2,0.00963,-9.841223,-0,0.997536,0,0,0.070151,0.145257,-0.097489
44.3,0.010385,-9.839735,-0,0.994678,0,0,0.103032,0.240898,-0.129286
44.4,0.010383,-9.838149,-0,0.992132,0,0,0.125199,0.314096,-0.175396
44.5,0.009647,-9.83679,-0,0.990907,0,0,0.134552,0.357734,-0.231347
44.6,0.008254,-9.83585,-0,0.991492,0,0,0.130166,0.367409,-0.291605
44.7,0.006332,-9.83533,0,0.993659,0,0,0.11244,0.342016,-0.350151
44.8,0.004057,-9.835044,0,0.99654,0,0,0.083111,0.283982,-0.401122
44.9,0.001646,-9.834711,0,0.998983,0,0,0.045089,0.199069,-0.439489
45,-0.000662,-9.834079,0,0.999998,0,0,0.002148,0.095765,-0.461585
45.1,-0.002628,-9.833042,0,0.999139,0,0,-0.04149,-0.015703,-0.465426
45.2,-0.00405,-9.831692,0,0.996664,0,0,-0.081615,-0.124503,-0.450809
45.3,-0.00479,-9.83029,0,0.993433,0,0,-0.114412,-0.220243,-0.419231
45.4,-0.004788,-9.829167,0,0.990604,0,0,-0.136759,-0.293794,-0.373708
45.5,-0.004054,-9.828606,0,0.989218,-0,0,-0.146452,-0.337994,-0.318586
45.6,-0.00265,-9.82873,0,0.989809,-0,0,-0.142402,-0.348315,-0.259187
45.7,-0.000693,-9.829445,0,0.992176,0,0,-0.12485,-0.323504,-0.201314
45.8,0.001639,-9.830446,0,0.995436,0,0,-0.095432,-0.265857,-0.150684
45.9,0.004124,-9.831318,0,0.998371,0,0,-0.057053,-0.18107,-0.112294
46,0.006507,-9.831681,0,0.999908,0,0,-0.013588,-0.077668,-0.089915
46.1,0.008535,-9.831329,-0,0.999533,0,0,0.030574,0.033987,-0.085742
46.2,0.009994,-9.83029,-0,0.997473,0,0,0.071053,0.1429,-0.100218
46.3,0.010745,-9.828804,-0,0.994584,0,0,0.103934,0.238546,-0.132007
46.4,0.010737,-9.827217,-0,0.992018,0,0,0.1261,0.311741,-0.178111
46.5,0.009997,-9.825854,-0,0.990784,0,0,0.135452,0.355371,-0.234058
46.6,0.008601,-9.824907,-0,0.991374,0,0,0.131067,0.365035,-0.294313
46.7,0.006677,-9.824376,0,0.993556,0,0,0.113345,0.339632,-0.352857
46.8,0.004401,-9.824077,0,0.996464,0,0,0.084024,0.281591,-0.403828
46.9,0.001988,-9.823729,0,0.998941,0,0,0.04601,0.196676,-0.442196
47,-0.000323,-9.82308,0,0.999995,0,0,0.003077,0.093373,-0.464295
47.1,-0.002292,-9.822026,0,0.999177,0,0,-0.040557,-0.018091,-0.468141
47.2,-0.003718,-9.820659,0,0.99674,0,0,-0.080682,-0.126889,-0.453533
47.3,-0.004461,-9.819243,0,0.99354,0,0,-0.113485,-0.222632,-0.421966
47.4,-0.004462,-9.818108,0,0.990731,0,0,-0.13584,-0.296191,-0.376457
47.5,-0.003729,-9.817538,0,0.989352,-0,0,-0.145542,-0.340405,-0.321349
47.6,-0.002323,-9.817657,0,0.989938,-0,0,-0.141499,-0.350742,-0.261962
47.7,-0.000363,-9.81837,0,0.992289,0,0,-0.12395,-0.325947,-0.204099
47.8,0.001974,-9.819372,0,0.995522,0,0,-0.09453,-0.26831,-0.153475
47.9,0.004464,-9.820248,0,0.998423,0,0,-0.056146,-0.183526,-0.115085
48,0.00685,-9.820617,0,0.99992,0,0,-0.012673,-0.080122,-0.092702
48.1,0.008878,-9.82027,-0,0.999504,0,0,0.031495,0.031541,-0.088522
48.2,0.010335,-9.819236,-0,0.997406,0,0,0.071977,0.140462,-0.102989
48.3,0.011082,-9.817753,-0,0.994487,0,0,0.104859,0.236111,-0.13477
48.4,0.011069,-9.816166,-0,0.9919,0,0,0.127023,0.309303,-0.180868
48.5,0.010324,-9.8148,-0,0.990657,0,0,0.136374,0.352926,-0.23681
48.6,0.008925,-9.813847,-0,0.991251,0,0,0.13199,0.362579,-0.297062
48.7,0.006998,-9.813306,0,0.993449,0,0,0.114273,0.337165,-0.355605
48.8,0.004721,-9.812994,0,0.996384,0,0,0.08496,0.279117,-0.406575
48.9,0.002306,-9.81263,0,0.998897,0,0,0.046955,0.194199,-0.444943
49,-0.000006,-9.811965,0,0.999992,0,0,0.00403,0.090898,-0.467045
49.1,-0.001979,-9.810894,0,0.999216,0,0,-0.0396,-0.020561,-0.470897
49.2,-0.003409,-9.809513,0,0.996817,0,0,-0.079726,-0.129358,-0.456297
49.3,-0.004157,-9.808082,0,0.993648,0,0,-0.112535,-0.225103,-0.424742
49.4,-0.004161,-9.806936,0,0.990859,-0,0,-0.134898,-0.298671,-0.379247
49.5,-0.003429,-9.806357,0,0.989489,-0,0,-0.14461,-0.342899,-0.324153
49.6,-0.002022,-9.80647,0,0.99007,-0,0,-0.140574,-0.353254,-0.264779
49.7,-0.000057,-9.807182,0,0.992403,0,0,-0.123028,-0.328474,-0.206927
49.8,0.002285,-9.808186,0,0.995609,0,0,-0.093607,-0.270848,-0.156308
49.9,0.004779,-9.809067,0,0.998474,0,0,-0.055217,-0.186068,-0.11792
50,0.007169,-9.809443,0,0.999931,0,0,-0.011738,-0.082661,-0.095532
50.1,0.009198,-9.809102,-0,0.999474,0,0,0.032437,0.02901,-0.091345
50.2,0.010652,-9.808074,-0,0.997338,0,0,0.072923,0.137939,-0.105803
50.3,0.011395,-9.806595,-0,0.994387,0,0,0.105806,0.233591,-0.137575
50.4,0.011377,-9.805009,-0,0.991778,0,0,0.127968,0.306781,-0.183666
50.5,0.010628,-9.803641,-0,0.990527,0,0,0.137318,0.350396,-0.239603
50.6,0.009224,-9.802682,-0,0.991125,0,0,0.132935,0.360038,-0.299852
50.7,0.007295,-9.802132,0,0.99334,0,0,0.115223,0.334613,-0.358393
50.8,0.005016,-9.801807,0,0.996302,0,0,0.085917,0.276557,-0.409362
50.9,0.0026,-9.801428,0,0.998851,0,0,0.047921,0.191637,-0.447731
51,0.000284,-9.800747,0,0.999987,0,0,0.005004,0.088339,-0.469836
51.1,-0.001693,-9.79966,0,0.999254,0,0,-0.038622,-0.023117,-0.473694
51.2,-0.003127,-9.798262,0,0.996894,0,0,-0.078749,-0.131911,-0.459103
51.3,-0.003879,-9.796818,0,0.993757,0,0,-0.111563,-0.227659,-0.42756
51.4,-0.003886,-9.79566,0,0.99099,-0,0,-0.133936,-0.301237,-0.382079
51.5,-0.003155,-9.795073,0,0.989627,-0,0,-0.143658,-0.345479,-0.327
51.6,-0.001746,-9.795182,0,0.990204,-0,0,-0.13963,-0.355851,-0.26764
51.7,0.000222,-9.795892,0,0.992519,0,0,-0.122087,-0.331088,-0.209798
51.8,0.00257,-9.796899,0,0.995697,0,0,-0.092664,-0.273474,-0.159185
51.9,0.005069,-9.797786,0,0.998526,0,0,-0.054269,-0.188699,-0.120798
52,0.007462,-9.798169,0,0.999942,0,0,-0.010782,-0.085287,-0.098406
52.1,0.009491,-9.797836,-0,0.999442,0,0,0.033398,0.026391,-0.094211
52.2,0.010943,-9.796815,-0,0.997267,0,0,0.073888,0.135328,-0.10866
52.3,0.011682,-9.79534,-0,0.994284,0,0,0.106771,0.230984,-0.140423
52.4,0.011659,-9.793756,-0,0.991653,0,0,0.128932,0.304172,-0.186507
52.5,0.010905,-9.792386,-0,0.990393,0,0,0.138281,0.34778,-0.242439
52.6,0.009497,-9.791422,-0,0.990995,0,0,0.133899,0.35741,-0.302685
52.7,0.007566,-9.790863,0,0.993227,0,0,0.116192,0.331974,-0.361223
52.8,0.005284,-9.790526,0,0.996218,0,0,0.086894,0.273911,-0.412192
52.9,0.002866,-9.790133,0,0.998803,0,0,0.048908,0.188988,-0.450561
53,0.000548,-9.789435,0,0.999982,0,0,0.005998,0.085692,-0.472669
53.1,-0.001433,-9.788332,0,0.999292,0,0,-0.037623,-0.025759,-0.476532
53.2,-0.002873,-9.786919,0,0.996973,0,0,-0.077752,-0.134551,-0.461951
53.3,-0.00363,-9.78546,0,0.993868,0,0,-0.110572,-0.230303,-0.430421
53.4,-0.00364,-9.784292,0,0.991122,-0,0,-0.132955,-0.30389,-0.384954
53.5,-0.00291,-9.783696,0,0.989768,-0,0,-0.142687,-0.348147,-0.32989
53.6,-0.001499,-9.783801,0,0.990339,-0,0,-0.138666,-0.358538,-0.270544
53.7,0.000473,-9.784511,0,0.992637,0,0,-0.121127,-0.333792,-0.212713
53.8,0.002826,-9.785521,0,0.995786,0,0,-0.091703,-0.27619,-0.162107
53.9,0.005331,-9.786414,0,0.998578,0,0,-0.053302,-0.191419,-0.12372
54,0.007727,-9.786805,0,0.999952,0,0,-0.009809,-0.088004,-0.101325
54.1,0.009757,-9.786482,-0,0.999409,0,0,0.034378,0.023683,-0.097122
54.2,0.011207,-9.785468,-0,0.997193,0,0,0.074871,0.132628,-0.111561
54.3,0.011941,-9.783998,-0,0.994177,0,0,0.107755,0.228288,-0.143315
54.4,0.011914,-9.782417,-0,0.991525,0,0,0.129915,0.301474,-0.189391
54.5,0.011154,-9.781046,-0,0.990256,0,0,0.139262,0.345074,-0.245318
54.6,0.009742,-9.780077,-0,0.990862,0,0,0.134882,0.354693,-0.30556
54.7,0.007808,-9.779509,0,0.993111,0,0,0.117179,0.329246,-0.364096
54.8,0.005524,-9.77916,0,0.99613,0,0,0.087889,0.271175,-0.415064
54.9,0.003104,-9.778753,0,0.998754,0,0,0.049912,0.18625,-0.453434
55,0.000782,-9.778039,0,0.999975,0,0,0.007011,0.082956,-0.475544
55.1,-0.001203,-9.776919,0,0.99933,0,0,-0.036606,-0.028491,-0.479414
55.2,-0.002648,-9.775491,0,0.997051,0,0,-0.076736,-0.137281,-0.464842
55.3,-0.00341,-9.774019,0,0.99398,0,0,-0.109563,-0.233035,-0.433324
55.4,-0.003424,-9.772839,0,0.991256,-0,0,-0.131956,-0.306633,-0.387872
55.5,-0.002695,-9.772236,0,0.98991,-0,0,-0.141698,-0.350906,-0.332824
55.6,-0.001282,-9.772337,0,0.990476,-0,0,-0.137686,-0.361316,-0.273492
55.7,0.000694,-9.773047,0,0.992756,0,0,-0.120151,-0.336587,-0.215672
55.8,0.003053,-9.774061,0,0.995876,0,0,-0.090726,-0.278998,-0.165073
55.9,0.005563,-9.774961,0,0.99863,0,0,-0.05232,-0.194231,-0.126688
56,0.007962,-9.775361,0,0.999961,0,0,-0.008819,-0.090813,-0.104289
56.1,0.009993,-9.775047,-0,0.999374,0,0,0.035374,0.020882,-0.100078
56.2,0.011442,-9.774041,-0,0.997118,0,0,0.075871,0.129836,-0.114507
56.3,0.012171,-9.772578,-0,0.994069,0,0,0.108756,0.225501,-0.146252
56.4,0.012138,-9.771,-0,0.991394,0,0,0.130914,0.298685,-0.19232
56.5,0.011373,-9.769629,-0,0.990115,0,0,0.14026,0.342276,-0.248241
56.6,0.009958,-9.768655,-0,0.990725,0,0,0.135881,0.351884,-0.308479
56.7,0.00802,-9.768079,0,0.992992,0,0,0.118183,0.326426,-0.367013
56.8,0.005734,-9.767718,0,0.99604,0,0,0.088902,0.268347,-0.417979
56.9,0.003311,-9.767296,0,0.998702,0,0,0.050934,0.18342,-0.456349
57,0.000986,-9.766567,0,0.999968,0,0,0.008041,0.080129,-0.478462
57.1,-0.001004,-9.76543,0,0.999367,0,0,-0.035572,-0.031314,-0.482338
57.2,-0.002454,-9.763987,0,0.99713,0,0,-0.075702,-0.140102,-0.467776
57.3,-0.003221,-9.762501,0,0.994092,0,0,-0.108537,-0.23586,-0.436272
57.4,-0.003239,-9.76131,0,0.99139,-0,0,-0.13094,-0.309467,-0.390835
57.5,-0.002512,-9.7607,0,0.990053,-0,0,-0.140693,-0.353758,-0.335803
57.6,-0.001097,-9.760797,0,0.990614,-0,0,-0.13669,-0.364187,-0.276486
57.7,0.000884,-9.761507,0,0.992875,0,0,-0.119159,-0.339477,-0.218678
57.8,0.003248,-9.762526,0,0.995966,0,0,-0.089733,-0.281901,-0.168086
57.9,0.005764,-9.763434,0,0.998682,0,0,-0.051322,-0.197139,-0.129702
58,0.008167,-9.763844,0,0.999969,0,0,-0.007814,-0.093717,-0.107299
58.1,0.010199,-9.763539,-0,0.999338,0,0,0.036386,0.017987,-0.10308
58.2,0.011645,-9.762543,-0,0.99704,0,0,0.076887,0.12695,-0.117499
58.3,0.012371,-9.761087,-0,0.993957,0,0,0.109772,0.222619,-0.149234
58.4,0.012332,-9.759513,-0,0.991259,0,0,0.131928,0.295802,-0.195294
58.5,0.011562,-9.758142,-0,0.989971,0,0,0.141273,0.339385,-0.251209
58.6,0.010142,-9.757164,-0,0.990585,0,0,0.136896,0.348981,-0.311443
58.7,0.008201,-9.75658,0,0.99287,0,0,0.119203,0.323511,-0.369973
58.8,0.005912,-9.756208,0,0.995948,0,0,0.08993,0.265425,-0.420938
58.9,0.003486,-9.755771,0,0.998649,0,0,0.051973,0.180496,-0.459309
59,0.001157,-9.755025,0,0.999959,0,0,0.009088,0.077207,-0.481424
59.1,-0.000838,-9.753873,0,0.999404,0,0,-0.034521,-0.034231,-0.485307
59.2,-0.002293,-9.752414,0,0.99721,0,0,-0.074653,-0.143016,-0.470755
59.3,-0.003066,-9.750915,0,0.994206,0,0,-0.107494,-0.238778,-0.439264
59.4,-0.003087,-9.749713,0,0.991526,-0,0,-0.129909,-0.312397,-0.393844
59.5,-0.002361,-9.749095,0,0.990198,-0,0,-0.139674,-0.356704,-0.338828
59.6,-0.000945,-9.749189,0,0.990753,-0,0,-0.13568,-0.367154,-0.279526
59.7,0.00104,-9.7499,0,0.992995,0,0,-0.118153,-0.342463,-0.22173
59.8,0.003411,-9.750924,0,0.996056,0,0,-0.088726,-0.2849,-0.171145
59.9,0.005932,-9.75184,0,0.998734,0,0,-0.05031,-0.200144,-0.132763
60,0.00834,-9.75226,0,0.999977,0,0,-0.006795,-0.096718,-0.110356
